Time(sec)	CellId	BwpId	txStreamId 	IMSI	rxStreamId	pathLoss(dB)
0.667929	1	0	0	1	0	-103.375
0.668929	1	0	0	1	0	-103.375
0.669929	1	0	0	1	0	-103.375
0.670929	1	0	0	1	0	-103.375
0.671929	1	0	0	1	0	-103.375
0.672929	1	0	0	1	0	-103.375
0.673929	1	0	0	1	0	-103.375
0.674929	1	0	0	1	0	-103.375
0.675929	1	0	0	1	0	-103.375
0.676929	1	0	0	1	0	-103.375
0.677929	1	0	0	1	0	-103.375
0.678929	1	0	0	1	0	-103.375
0.679929	1	0	0	1	0	-103.375
0.680929	1	0	0	1	0	-103.375
0.681929	1	0	0	1	0	-103.375
0.682929	1	0	0	1	0	-103.375
0.683929	1	0	0	1	0	-103.375
0.684929	1	0	0	1	0	-103.375
0.685929	1	0	0	1	0	-103.375
0.686929	1	0	0	1	0	-103.375
0.687929	1	0	0	1	0	-103.375
0.688929	1	0	0	1	0	-103.375
0.689929	1	0	0	1	0	-103.375
0.690929	1	0	0	1	0	-103.375
0.691929	1	0	0	1	0	-103.375
0.692929	1	0	0	1	0	-103.375
0.693929	1	0	0	1	0	-103.375
0.694929	1	0	0	1	0	-103.375
0.695929	1	0	0	1	0	-103.375
0.696929	1	0	0	1	0	-103.375
0.697929	1	0	0	1	0	-103.375
0.698929	1	0	0	1	0	-103.375
0.699929	1	0	0	1	0	-103.375
0.700929	1	0	0	1	0	-103.375
0.701929	1	0	0	1	0	-103.375
0.702929	1	0	0	1	0	-103.375
0.703929	1	0	0	1	0	-103.375
0.704929	1	0	0	1	0	-103.375
0.705929	1	0	0	1	0	-103.375
0.706929	1	0	0	1	0	-103.375
0.707929	1	0	0	1	0	-103.375
0.708929	1	0	0	1	0	-103.375
0.709929	1	0	0	1	0	-103.375
0.710929	1	0	0	1	0	-103.375
0.711929	1	0	0	1	0	-103.375
0.712929	1	0	0	1	0	-103.375
0.713929	1	0	0	1	0	-103.375
0.714929	1	0	0	1	0	-103.375
0.715929	1	0	0	1	0	-103.375
0.716929	1	0	0	1	0	-123.879
0.717929	1	0	0	1	0	-123.879
0.718857	1	0	0	1	0	-123.879
0.718857	1	0	1	1	1	-123.879
0.718929	1	0	0	1	0	-123.879
0.719929	1	0	0	1	0	-123.879
0.720929	1	0	0	1	0	-123.879
0.721929	1	0	0	1	0	-123.879
0.722929	1	0	0	1	0	-123.879
0.723929	1	0	0	1	0	-123.879
0.724929	1	0	0	1	0	-123.879
0.725929	1	0	0	1	0	-123.879
0.726929	1	0	0	1	0	-123.879
0.727929	1	0	0	1	0	-123.879
0.728929	1	0	0	1	0	-123.879
0.729929	1	0	0	1	0	-123.879
0.730929	1	0	0	1	0	-123.879
0.731929	1	0	0	1	0	-123.879
0.732929	1	0	0	1	0	-123.879
0.733929	1	0	0	1	0	-123.879
0.734929	1	0	0	1	0	-123.879
0.735929	1	0	0	1	0	-123.879
0.736929	1	0	0	1	0	-123.879
0.737929	1	0	0	1	0	-123.879
0.738929	1	0	0	1	0	-123.879
0.739929	1	0	0	1	0	-123.879
0.740929	1	0	0	1	0	-123.879
0.741929	1	0	0	1	0	-123.879
0.742929	1	0	0	1	0	-123.879
0.743929	1	0	0	1	0	-123.879
0.744929	1	0	0	1	0	-123.879
0.745929	1	0	0	1	0	-123.879
0.746929	1	0	0	1	0	-123.879
0.747929	1	0	0	1	0	-123.879
0.748929	1	0	0	1	0	-123.879
0.749929	1	0	0	1	0	-123.879
0.750929	1	0	0	1	0	-123.879
0.751929	1	0	0	1	0	-123.879
0.752929	1	0	0	1	0	-123.879
0.753929	1	0	0	1	0	-123.879
0.754929	1	0	0	1	0	-123.879
0.755929	1	0	0	1	0	-123.879
0.756929	1	0	0	1	0	-123.879
0.757929	1	0	0	1	0	-123.879
0.758929	1	0	0	1	0	-123.879
0.759929	1	0	0	1	0	-123.879
0.760929	1	0	0	1	0	-123.879
0.761929	1	0	0	1	0	-123.879
0.762929	1	0	0	1	0	-123.879
0.763929	1	0	0	1	0	-123.879
0.764929	1	0	0	1	0	-123.879
0.765929	1	0	0	1	0	-123.879
0.766929	1	0	0	1	0	-123.879
0.767929	1	0	0	1	0	-123.879
0.768929	1	0	0	1	0	-123.879
0.769929	1	0	0	1	0	-123.879
0.770929	1	0	0	1	0	-123.879
0.771929	1	0	0	1	0	-123.879
0.772929	1	0	0	1	0	-123.879
0.773929	1	0	0	1	0	-123.879
0.774929	1	0	0	1	0	-123.879
0.775929	1	0	0	1	0	-123.879
0.776929	1	0	0	1	0	-123.879
0.777929	1	0	0	1	0	-123.879
0.778929	1	0	0	1	0	-123.879
0.779929	1	0	0	1	0	-123.879
0.780929	1	0	0	1	0	-123.879
0.781929	1	0	0	1	0	-123.879
0.782929	1	0	0	1	0	-123.879
0.783929	1	0	0	1	0	-123.879
0.784929	1	0	0	1	0	-123.879
0.785929	1	0	0	1	0	-123.879
0.786929	1	0	0	1	0	-123.879
0.787929	1	0	0	1	0	-123.879
0.788929	1	0	0	1	0	-123.879
0.789929	1	0	0	1	0	-123.879
0.790929	1	0	0	1	0	-123.879
0.791929	1	0	0	1	0	-123.879
0.792929	1	0	0	1	0	-123.879
0.793929	1	0	0	1	0	-123.879
0.794929	1	0	0	1	0	-123.879
0.795929	1	0	0	1	0	-123.879
0.796929	1	0	0	1	0	-123.879
0.797929	1	0	0	1	0	-123.879
0.798857	1	0	0	1	0	-123.879
0.798857	1	0	1	1	1	-123.879
0.798929	1	0	0	1	0	-123.879
0.799929	1	0	0	1	0	-123.879
0.800929	1	0	0	1	0	-123.879
0.801929	1	0	0	1	0	-123.879
0.802929	1	0	0	1	0	-123.879
0.803929	1	0	0	1	0	-123.879
0.804929	1	0	0	1	0	-123.879
0.805929	1	0	0	1	0	-123.879
0.806929	1	0	0	1	0	-123.879
0.807929	1	0	0	1	0	-123.879
0.808929	1	0	0	1	0	-123.879
0.809929	1	0	0	1	0	-123.879
0.810929	1	0	0	1	0	-123.879
0.811929	1	0	0	1	0	-123.879
0.812929	1	0	0	1	0	-123.879
0.813929	1	0	0	1	0	-123.879
0.814929	1	0	0	1	0	-123.879
0.815929	1	0	0	1	0	-123.879
0.816929	1	0	0	1	0	-123.879
0.817929	1	0	0	1	0	-123.879
0.818929	1	0	0	1	0	-123.879
0.819929	1	0	0	1	0	-123.879
0.820929	1	0	0	1	0	-123.879
0.821929	1	0	0	1	0	-123.879
0.822929	1	0	0	1	0	-123.879
