Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	streamId	rnti	tbSize	mcs	rv	SINR(dB)	CQI	corrupt	TBler
0.403929	DL	40	3	0	1	12	1	0	0	1	8312	0	0	-3.5666	0	1	1
0.404929	DL	40	4	0	1	12	1	0	0	1	8312	0	0	-3.5666	0	1	1
0.405929	DL	40	5	0	1	12	1	0	0	1	8312	0	0	-3.5666	0	1	1
0.406929	DL	40	6	0	1	12	1	0	0	1	8312	0	0	-3.5666	0	1	1
0.407929	DL	40	7	0	1	12	1	0	0	1	8312	0	0	-3.5666	0	1	1
0.408929	DL	40	8	0	1	12	1	0	0	1	8312	0	1	-3.5666	0	1	1
0.409929	DL	40	9	0	1	12	1	0	0	1	8312	0	1	-3.5666	0	1	1
0.410929	DL	41	0	0	1	12	1	0	0	1	8312	0	1	-3.5666	0	1	1
0.411929	DL	41	1	0	1	12	1	0	0	1	8312	0	1	-3.5666	0	1	1
0.412929	DL	41	2	0	1	12	1	0	0	1	8312	0	1	-3.5666	0	1	1
0.413929	DL	41	3	0	1	12	1	0	0	1	8312	0	2	-3.5666	0	1	1
0.414929	DL	41	4	0	1	12	1	0	0	1	8312	0	2	-3.5666	0	1	1
0.415929	DL	41	5	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.416929	DL	41	6	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.417929	DL	41	7	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.418929	DL	41	8	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.419929	DL	41	9	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.420929	DL	42	0	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.421929	DL	42	1	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.422929	DL	42	2	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.423929	DL	42	3	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.423929	DL	42	3	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.424929	DL	42	4	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.424929	DL	42	4	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.425929	DL	42	5	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.425929	DL	42	5	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.426929	DL	42	6	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.426929	DL	42	6	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.427929	DL	42	7	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.427929	DL	42	7	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.428929	DL	42	8	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.429929	DL	42	9	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.430929	DL	43	0	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.431929	DL	43	1	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.432929	DL	43	2	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.433929	DL	43	3	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.434929	DL	43	4	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.435929	DL	43	5	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.436929	DL	43	6	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.437929	DL	43	7	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.438929	DL	43	8	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.439929	DL	43	9	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.440929	DL	44	0	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.441929	DL	44	1	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.442929	DL	44	2	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.443929	DL	44	3	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.443929	DL	44	3	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.444929	DL	44	4	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.444929	DL	44	4	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.445929	DL	44	5	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.445929	DL	44	5	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.446929	DL	44	6	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.446929	DL	44	6	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.447929	DL	44	7	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.447929	DL	44	7	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.448929	DL	44	8	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.449929	DL	44	9	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.450929	DL	45	0	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.451929	DL	45	1	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.452929	DL	45	2	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.453929	DL	45	3	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.454929	DL	45	4	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.455929	DL	45	5	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.456929	DL	45	6	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.457929	DL	45	7	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.458929	DL	45	8	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.459929	DL	45	9	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.460929	DL	46	0	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.461929	DL	46	1	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.462929	DL	46	2	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.463929	DL	46	3	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.463929	DL	46	3	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.464929	DL	46	4	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.464929	DL	46	4	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.465929	DL	46	5	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.465929	DL	46	5	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.466929	DL	46	6	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.466929	DL	46	6	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.467929	DL	46	7	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.467929	DL	46	7	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.468929	DL	46	8	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.469929	DL	46	9	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.470929	DL	47	0	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.471929	DL	47	1	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.472929	DL	47	2	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.473929	DL	47	3	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.474929	DL	47	4	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.475929	DL	47	5	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.476929	DL	47	6	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.477929	DL	47	7	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.478857	DL	47	8	0	1	11	1	0	0	1	7621	0	0	-8.82798	0	1	1
0.478857	DL	47	8	0	1	11	1	0	1	1	7621	0	0	-8.42318	0	1	1
0.479929	DL	47	9	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.480929	DL	48	0	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.481929	DL	48	1	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.482929	DL	48	2	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.483929	DL	48	3	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.484929	DL	48	4	0	1	12	1	0	0	1	7621	0	1	-5.41994	0	1	1
0.485929	DL	48	5	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.485929	DL	48	5	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.486929	DL	48	6	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.486929	DL	48	6	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.487929	DL	48	7	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.487929	DL	48	7	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.488929	DL	48	8	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.488929	DL	48	8	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.489929	DL	48	9	0	1	12	1	0	0	1	7621	0	2	-5.41994	0	1	1
0.490929	DL	49	0	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.491929	DL	49	1	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.492929	DL	49	2	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.493929	DL	49	3	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.494929	DL	49	4	0	1	12	1	0	0	1	7621	0	3	-5.41994	0	1	1
0.495929	DL	49	5	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.496929	DL	49	6	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.497929	DL	49	7	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.498929	DL	49	8	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.499929	DL	49	9	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.499929	DL	49	9	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.500929	DL	50	0	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.501929	DL	50	1	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.502929	DL	50	2	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.503929	DL	50	3	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.504929	DL	50	4	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.505929	DL	50	5	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.505929	DL	50	5	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.506929	DL	50	6	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.506929	DL	50	6	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.507929	DL	50	7	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.507929	DL	50	7	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.508929	DL	50	8	0	1	12	1	0	0	1	8312	0	0	-8.82798	0	1	1
0.508929	DL	50	8	0	1	12	1	0	1	1	8312	0	0	-8.42318	0	1	1
0.509929	DL	50	9	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.510929	DL	51	0	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.511929	DL	51	1	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.512929	DL	51	2	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.513929	DL	51	3	0	1	12	1	0	0	1	8312	0	1	-5.81768	0	1	1
0.514929	DL	51	4	0	1	12	1	0	0	1	8312	0	3	-5.81768	0	1	1
0.515929	DL	51	5	0	1	12	1	0	0	1	8312	0	2	-5.81768	0	1	1
0.516929	DL	51	6	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.517929	DL	51	7	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.518929	DL	51	8	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.519929	DL	51	9	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.519929	DL	51	9	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.520929	DL	52	0	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.521929	DL	52	1	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.522929	DL	52	2	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.523929	DL	52	3	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.524929	DL	52	4	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.525929	DL	52	5	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.525929	DL	52	5	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.526929	DL	52	6	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.526929	DL	52	6	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.527929	DL	52	7	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.527929	DL	52	7	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.528929	DL	52	8	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.528929	DL	52	8	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.529929	DL	52	9	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.530929	DL	53	0	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.531929	DL	53	1	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.532929	DL	53	2	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.533929	DL	53	3	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.534929	DL	53	4	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.535929	DL	53	5	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.536929	DL	53	6	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.537929	DL	53	7	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.538929	DL	53	8	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.539929	DL	53	9	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.539929	DL	53	9	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.540929	DL	54	0	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.541929	DL	54	1	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.542929	DL	54	2	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.543929	DL	54	3	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.544929	DL	54	4	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.545929	DL	54	5	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.545929	DL	54	5	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.546929	DL	54	6	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.546929	DL	54	6	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.547929	DL	54	7	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.547929	DL	54	7	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.548929	DL	54	8	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.548929	DL	54	8	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.549929	DL	54	9	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.550929	DL	55	0	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.551929	DL	55	1	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.552929	DL	55	2	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.553929	DL	55	3	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.554929	DL	55	4	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.555929	DL	55	5	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.556929	DL	55	6	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.557929	DL	55	7	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.558857	DL	55	8	0	1	11	1	0	0	1	7621	0	0	-11.0369	0	1	1
0.558857	DL	55	8	0	1	11	1	0	1	1	7621	0	0	-34.6062	0	1	1
0.559929	DL	55	9	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.560929	DL	56	0	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.561929	DL	56	1	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.562929	DL	56	2	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.563929	DL	56	3	0	1	12	1	0	0	1	7621	0	1	-7.87981	0	1	1
0.564929	DL	56	4	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.565929	DL	56	5	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.565929	DL	56	5	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.566929	DL	56	6	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.566929	DL	56	6	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.567929	DL	56	7	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.567929	DL	56	7	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.568929	DL	56	8	0	1	12	1	0	0	1	7621	0	2	-7.87981	0	1	1
0.569929	DL	56	9	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.569929	DL	56	9	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.570929	DL	57	0	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.571929	DL	57	1	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.572929	DL	57	2	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.573929	DL	57	3	0	1	12	1	0	0	1	7621	0	3	-7.87981	0	1	1
0.574929	DL	57	4	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.575929	DL	57	5	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.576929	DL	57	6	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.577929	DL	57	7	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.578929	DL	57	8	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.578929	DL	57	8	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.579929	DL	57	9	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.580929	DL	58	0	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.581929	DL	58	1	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.582929	DL	58	2	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.583929	DL	58	3	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.584929	DL	58	4	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.585929	DL	58	5	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.585929	DL	58	5	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.586929	DL	58	6	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.586929	DL	58	6	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.587929	DL	58	7	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.587929	DL	58	7	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.588929	DL	58	8	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.589929	DL	58	9	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.589929	DL	58	9	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.590929	DL	59	0	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.591929	DL	59	1	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.592929	DL	59	2	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.593929	DL	59	3	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.594929	DL	59	4	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.595929	DL	59	5	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.596929	DL	59	6	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.597929	DL	59	7	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.598929	DL	59	8	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.598929	DL	59	8	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.599929	DL	59	9	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.600929	DL	60	0	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.601929	DL	60	1	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.602929	DL	60	2	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.603929	DL	60	3	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.604929	DL	60	4	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.605929	DL	60	5	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.605929	DL	60	5	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.606929	DL	60	6	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.606929	DL	60	6	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.607929	DL	60	7	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.607929	DL	60	7	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.608929	DL	60	8	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.609929	DL	60	9	0	1	12	1	0	0	1	8312	0	0	-11.0369	0	1	1
0.609929	DL	60	9	0	1	12	1	0	1	1	8312	0	0	-34.6062	0	1	1
0.610929	DL	61	0	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.611929	DL	61	1	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.612929	DL	61	2	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.613929	DL	61	3	0	1	12	1	0	0	1	8312	0	3	-8.02656	0	1	1
0.614929	DL	61	4	0	1	12	1	0	0	1	8312	0	1	-8.02656	0	1	1
0.615929	DL	61	5	0	1	12	1	0	0	1	8312	0	2	-8.02656	0	1	1
0.616929	DL	61	6	0	1	12	1	0	0	1	8312	0	2	15.952	8	1	1
0.617929	DL	61	7	0	1	12	1	0	0	1	8312	0	2	15.952	8	1	1
0.618929	DL	61	8	0	1	12	1	0	0	1	8312	0	0	12.9417	7	0	0
0.618929	DL	61	8	0	1	12	1	0	1	1	8312	0	0	13.5536	7	1	1
0.619929	DL	61	9	0	1	12	1	0	0	1	8312	0	2	15.952	8	1	1
0.620929	DL	62	0	0	1	12	1	0	0	1	8312	0	3	15.952	8	1	1
0.621929	DL	62	1	0	1	12	1	0	0	1	8312	0	3	15.952	8	0	0
0.622929	DL	62	2	0	1	12	1	0	0	1	8312	0	3	15.952	8	0	0
0.623929	DL	62	3	0	1	12	1	0	0	1	114674	13	0	12.9417	7	1	1
0.623929	DL	62	3	0	1	12	1	0	1	1	8312	0	0	13.5536	7	1	1
0.624929	DL	62	4	0	1	12	1	0	0	1	8312	0	3	15.952	8	0	0
0.625929	DL	62	5	0	1	12	1	0	0	1	114674	13	0	12.9417	7	1	1
0.625929	DL	62	5	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.626929	DL	62	6	0	1	12	1	0	0	1	114674	13	0	12.9417	7	1	1
0.626929	DL	62	6	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.627929	DL	62	7	0	1	12	1	0	0	1	114674	13	0	12.9417	7	1	1
0.627929	DL	62	7	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.628929	DL	62	8	0	1	12	1	0	0	1	114674	13	1	15.952	8	0	0
0.629929	DL	62	9	0	1	12	1	0	0	1	95907	11	0	12.9417	7	0	0
0.629929	DL	62	9	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.630929	DL	63	0	0	1	12	1	0	0	1	114674	13	1	15.952	8	0	0
0.631929	DL	63	1	0	1	12	1	0	0	1	114674	13	1	15.952	8	0	0
0.632929	DL	63	2	0	1	12	1	0	0	1	114674	13	1	15.952	8	0	0
0.633929	DL	63	3	0	1	12	1	0	0	1	95907	11	0	12.9417	7	0	0
0.633929	DL	63	3	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.634929	DL	63	4	0	1	12	1	0	0	1	114674	13	0	12.9417	7	1	1
0.634929	DL	63	4	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.635929	DL	63	5	0	1	12	1	0	0	1	95907	11	0	12.9417	7	0	0
0.635929	DL	63	5	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.636929	DL	63	6	0	1	12	1	0	0	1	114674	13	0	12.9417	7	1	1
0.636929	DL	63	6	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.637929	DL	63	7	0	1	12	1	0	0	1	114674	13	0	12.9417	7	1	1
0.637929	DL	63	7	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.638857	DL	63	8	0	1	11	1	0	0	1	105118	13	0	12.9417	7	1	1
0.638857	DL	63	8	0	1	11	1	0	1	1	87916	11	0	13.5536	7	1	1
0.639929	DL	63	9	0	1	12	1	0	0	1	114674	13	1	15.952	8	0	0
0.640929	DL	64	0	0	1	12	1	0	0	1	95907	11	0	12.9417	7	0	0
0.640929	DL	64	0	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.641929	DL	64	1	0	1	12	1	0	0	1	114674	13	1	15.952	8	0	0
0.642929	DL	64	2	0	1	12	1	0	0	1	114674	13	1	15.952	8	0	0
0.643929	DL	64	3	0	1	12	1	0	0	1	105118	13	1	16.3775	8	0	0
0.644929	DL	64	4	0	1	12	1	0	0	1	95907	11	0	12.9417	7	0	0
0.644929	DL	64	4	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.645929	DL	64	5	0	1	12	1	0	0	1	114674	13	0	12.9417	7	1	1
0.645929	DL	64	5	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
0.646929	DL	64	6	0	1	12	1	0	0	1	95907	11	0	12.9417	7	0	0
0.646929	DL	64	6	0	1	12	1	0	1	1	95907	11	0	13.5536	7	1	1
