time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.819029	2	1	4	1030	0.382787
0.819029	2	1	4	1030	0.382747
0.819029	2	1	4	1030	0.382707
0.819029	2	1	4	1030	0.382667
0.819029	2	1	4	1030	0.382627
0.819029	2	1	4	1030	0.382587
0.819029	2	1	4	1030	0.382547
0.819029	2	1	4	1030	0.382507
0.819029	2	1	4	1030	0.382467
0.819029	2	1	4	1030	0.382427
0.819029	2	1	4	1030	0.382387
0.819029	2	1	4	1030	0.382347
0.819029	2	1	4	1030	0.382307
0.819029	2	1	4	1030	0.382267
0.819029	2	1	4	1030	0.382227
0.819029	2	1	4	1030	0.382187
0.819029	2	1	4	1030	0.382147
0.819029	2	1	4	1030	0.382107
0.819029	2	1	4	1030	0.382067
0.819029	2	1	4	1030	0.382027
0.819029	2	1	4	1030	0.381987
0.819029	2	1	4	1030	0.381947
0.819029	2	1	4	1030	0.381907
0.819029	2	1	4	1030	0.381867
0.819029	2	1	4	1030	0.381827
0.819029	2	1	4	1030	0.381787
0.819029	2	1	4	1030	0.381747
0.819029	2	1	4	1030	0.381707
0.819029	2	1	4	1030	0.381667
0.819029	2	1	4	1030	0.381627
0.819029	2	1	4	1030	0.381587
0.819029	2	1	4	1030	0.381547
0.819029	2	1	4	1030	0.381507
0.819029	2	1	4	1030	0.381467
0.819029	2	1	4	1030	0.381427
0.819029	2	1	4	1030	0.381387
0.819029	2	1	4	1030	0.381347
0.819029	2	1	4	1030	0.381307
0.819029	2	1	4	1030	0.381267
0.819029	2	1	4	1030	0.381227
0.819029	2	1	4	1030	0.381187
0.819029	2	1	4	1030	0.381147
0.819029	2	1	4	1030	0.381107
0.819029	2	1	4	1030	0.381067
0.819029	2	1	4	1030	0.381027
0.819029	2	1	4	1030	0.380987
0.819029	2	1	4	1030	0.380947
0.819029	2	1	4	1030	0.380907
0.819029	2	1	4	1030	0.380867
0.819029	2	1	4	1030	0.380827
0.819029	2	1	4	1030	0.380787
0.819029	2	1	4	1030	0.380747
0.819029	2	1	4	1030	0.380707
0.819029	2	1	4	1030	0.380667
0.819029	2	1	4	1030	0.380627
0.819029	2	1	4	1030	0.380587
0.819029	2	1	4	1030	0.380547
0.819029	2	1	4	1030	0.380507
0.819029	2	1	4	1030	0.380467
0.819029	2	1	4	1030	0.380427
0.819029	2	1	4	1030	0.380387
0.819029	2	1	4	1030	0.380347
0.819029	2	1	4	1030	0.380307
0.819029	2	1	4	1030	0.380267
0.819029	2	1	4	1030	0.379867
0.819029	2	1	4	1030	0.379827
0.819029	2	1	4	1030	0.379787
0.819029	2	1	4	1030	0.379747
0.819029	2	1	4	1030	0.379707
0.819029	2	1	4	1030	0.379667
0.819029	2	1	4	1030	0.379627
0.819029	2	1	4	1030	0.379587
0.819029	2	1	4	1030	0.379547
0.819029	2	1	4	1030	0.379507
0.819029	2	1	4	1030	0.379467
0.819029	2	1	4	1030	0.379427
0.819029	2	1	4	1030	0.379387
0.819029	2	1	4	1030	0.379347
0.819029	2	1	4	1030	0.379307
0.819029	2	1	4	1030	0.379267
0.819029	2	1	4	1030	0.379227
0.819029	2	1	4	1030	0.379187
0.819029	2	1	4	1030	0.379147
0.819029	2	1	4	1030	0.379107
0.819029	2	1	4	1030	0.379067
0.819029	2	1	4	1030	0.379027
0.819029	2	1	4	1030	0.378987
0.819029	2	1	4	1030	0.378947
0.819029	2	1	4	1030	0.378907
0.819029	2	1	4	1030	0.378867
0.819029	2	1	4	1030	0.378827
0.819029	2	1	4	1030	0.378787
0.819029	2	1	4	1030	0.378747
0.819029	2	1	4	1030	0.378707
0.819029	2	1	4	1030	0.378667
0.819029	2	1	4	1030	0.378627
0.819029	2	1	4	1030	0.378587
0.819029	2	1	4	1030	0.378547
0.819029	2	1	4	1030	0.378507
0.819029	2	1	4	1030	0.378467
0.819029	2	1	4	1030	0.378427
0.819029	2	1	4	1030	0.378387
0.819029	2	1	4	1030	0.378347
0.819029	2	1	4	1030	0.378307
0.819029	2	1	4	1030	0.378267
0.819029	2	1	4	1030	0.378227
0.819029	2	1	4	1030	0.378187
0.819029	2	1	4	1030	0.378147
0.819029	2	1	4	1030	0.378107
0.819029	2	1	4	1030	0.378067
0.819029	2	1	4	1030	0.378027
0.819029	2	1	4	1030	0.377987
0.819029	2	1	4	1030	0.377947
0.819029	2	1	4	1030	0.377907
0.819029	2	1	4	1030	0.377867
0.819029	2	1	4	1030	0.377827
0.819029	2	1	4	1030	0.377787
0.819029	2	1	4	1030	0.377747
0.819029	2	1	4	1030	0.377707
0.819029	2	1	4	1030	0.377667
0.819029	2	1	4	1030	0.377627
0.819029	2	1	4	1030	0.377587
0.819029	2	1	4	1030	0.377547
0.819029	2	1	4	1030	0.377507
0.819029	2	1	4	1030	0.377467
0.819029	2	1	4	1030	0.377427
0.819029	2	1	4	1030	0.377387
0.819029	2	1	4	1030	0.377347
0.819029	2	1	4	1030	0.377307
0.819029	2	1	4	1030	0.377267
0.819029	2	1	4	1030	0.377227
0.819029	2	1	4	1030	0.377187
0.819029	2	1	4	1030	0.377147
0.819029	2	1	4	1030	0.377107
0.819029	2	1	4	1030	0.377067
0.819029	2	1	4	1030	0.377027
0.819029	2	1	4	1030	0.376987
0.819029	2	1	4	1030	0.376947
0.819029	2	1	4	1030	0.376907
0.819029	2	1	4	1030	0.376867
0.819029	2	1	4	1030	0.376827
0.819029	2	1	4	1030	0.376787
0.819029	2	1	4	1030	0.376747
0.819029	2	1	4	1030	0.376707
0.819029	2	1	4	1030	0.376667
0.819029	2	1	4	1030	0.376627
0.819029	2	1	4	1030	0.376587
0.819029	2	1	4	1030	0.376547
0.819029	2	1	4	1030	0.376507
0.819029	2	1	4	1030	0.376467
0.819029	2	1	4	1030	0.376427
0.819029	2	1	4	1030	0.376387
0.819029	2	1	4	1030	0.376347
0.819029	2	1	4	1030	0.376307
0.819029	2	1	4	1030	0.376267
0.819029	2	1	4	1030	0.376227
0.819029	2	1	4	1030	0.376187
0.819029	2	1	4	1030	0.376147
0.819029	2	1	4	1030	0.376107
0.819029	2	1	4	1030	0.376067
0.819029	2	1	4	1030	0.376027
0.819029	2	1	4	1030	0.375987
0.819029	2	1	4	1030	0.375947
0.819029	2	1	4	1030	0.375907
0.819029	2	1	4	1030	0.375867
0.819029	2	1	4	1030	0.375827
0.819029	2	1	4	1030	0.375787
0.819029	2	1	4	1030	0.375747
0.819029	2	1	4	1030	0.375707
0.819029	2	1	4	1030	0.375667
0.819029	2	1	4	1030	0.375627
0.819029	2	1	4	1030	0.375587
0.819029	2	1	4	1030	0.375547
0.819029	2	1	4	1030	0.375507
0.819029	2	1	4	1030	0.371707
0.819029	2	1	4	1030	0.371667
0.819029	2	1	4	1030	0.371627
0.819029	2	1	4	1030	0.371587
0.819029	2	1	4	1030	0.371547
0.819029	2	1	4	1030	0.371507
0.819029	2	1	4	1030	0.371467
0.819029	2	1	4	1030	0.371427
0.819029	2	1	4	1030	0.371387
0.819029	2	1	4	1030	0.371347
0.819029	2	1	4	1030	0.371307
0.819029	2	1	4	1030	0.371267
0.819029	2	1	4	1030	0.371227
0.819029	2	1	4	1030	0.371187
0.819029	2	1	4	1030	0.371147
0.819029	2	1	4	1030	0.371107
0.819029	2	1	4	1030	0.371067
0.819029	2	1	4	1030	0.371027
0.819029	2	1	4	1030	0.370987
0.819029	2	1	4	1030	0.370947
0.819029	2	1	4	1030	0.370907
0.819029	2	1	4	1030	0.370867
0.819029	2	1	4	1030	0.370827
0.819029	2	1	4	1030	0.370787
0.819029	2	1	4	1030	0.370747
0.819029	2	1	4	1030	0.370707
0.819029	2	1	4	1030	0.370667
0.819029	2	1	4	1030	0.370627
0.819029	2	1	4	1030	0.370587
0.819029	2	1	4	1030	0.370547
0.819029	2	1	4	1030	0.370507
0.819029	2	1	4	1030	0.370467
0.819029	2	1	4	1030	0.370427
0.819029	2	1	4	1030	0.370387
0.819029	2	1	4	1030	0.370347
0.819029	2	1	4	1030	0.370307
0.819029	2	1	4	1030	0.370267
0.819029	2	1	4	1030	0.370227
0.819029	2	1	4	1030	0.370187
0.819029	2	1	4	1030	0.370147
0.819029	2	1	4	1030	0.370107
0.819029	2	1	4	1030	0.370067
0.819029	2	1	4	1030	0.370027
0.819029	2	1	4	1030	0.369987
0.819029	2	1	4	1030	0.369947
0.819029	2	1	4	1030	0.369907
0.819029	2	1	4	1030	0.369867
0.819029	2	1	4	1030	0.369827
0.819029	2	1	4	1030	0.369787
0.819029	2	1	4	1030	0.369747
0.819029	2	1	4	1030	0.369707
0.819029	2	1	4	1030	0.369667
0.819029	2	1	4	1030	0.369627
0.819029	2	1	4	1030	0.369587
0.819029	2	1	4	1030	0.369547
0.819029	2	1	4	1030	0.369507
0.819029	2	1	4	1030	0.369467
0.819029	2	1	4	1030	0.369427
0.819029	2	1	4	1030	0.369387
0.819029	2	1	4	1030	0.369347
0.819029	2	1	4	1030	0.369307
0.819029	2	1	4	1030	0.369267
0.819029	2	1	4	1030	0.369227
0.819029	2	1	4	1030	0.369187
0.819029	2	1	4	1030	0.369147
0.819029	2	1	4	1030	0.369107
0.819029	2	1	4	1030	0.369067
0.819029	2	1	4	1030	0.369027
0.819029	2	1	4	1030	0.368987
0.819029	2	1	4	1030	0.368947
0.819029	2	1	4	1030	0.368907
0.819029	2	1	4	1030	0.368867
0.819029	2	1	4	1030	0.368827
0.819029	2	1	4	1030	0.368787
0.819029	2	1	4	1030	0.368747
0.819029	2	1	4	1030	0.368707
0.819029	2	1	4	1030	0.368667
0.819029	2	1	4	1030	0.368627
0.819029	2	1	4	1030	0.368587
0.819029	2	1	4	1030	0.368547
0.819029	2	1	4	1030	0.368507
0.819029	2	1	4	1030	0.368467
0.819029	2	1	4	1030	0.368427
0.819029	2	1	4	1030	0.368387
0.819029	2	1	4	1030	0.368347
0.819029	2	1	4	1030	0.368307
0.819029	2	1	4	1030	0.368267
0.819029	2	1	4	1030	0.368227
0.819029	2	1	4	1030	0.368187
0.819029	2	1	4	1030	0.368147
0.819029	2	1	4	1030	0.368107
0.819029	2	1	4	1030	0.368067
0.819029	2	1	4	1030	0.368027
0.819029	2	1	4	1030	0.367987
0.819029	2	1	4	1030	0.367947
0.819029	2	1	4	1030	0.367907
0.819029	2	1	4	1030	0.367867
0.819029	2	1	4	1030	0.367827
0.819029	2	1	4	1030	0.367787
0.819029	2	1	4	1030	0.367747
0.819029	2	1	4	1030	0.367707
0.819029	2	1	4	1030	0.367667
0.819029	2	1	4	1030	0.367627
0.819029	2	1	4	1030	0.367587
0.819029	2	1	4	1030	0.367547
0.819029	2	1	4	1030	0.367507
0.819029	2	1	4	1030	0.367467
0.819029	2	1	4	1030	0.367427
0.819029	2	1	4	1030	0.367387
0.819029	2	1	4	1030	0.367347
0.819029	2	1	4	1030	0.363547
0.819029	2	1	4	1030	0.363507
0.819029	2	1	4	1030	0.363467
0.819029	2	1	4	1030	0.363427
0.819029	2	1	4	1030	0.363387
0.819029	2	1	4	1030	0.363347
0.819029	2	1	4	1030	0.363307
0.819029	2	1	4	1030	0.363267
0.819029	2	1	4	1030	0.363227
0.819029	2	1	4	1030	0.363187
0.819029	2	1	4	1030	0.363147
0.819029	2	1	4	1030	0.363107
0.819029	2	1	4	1030	0.363067
0.819029	2	1	4	1030	0.363027
0.819029	2	1	4	1030	0.362987
0.819029	2	1	4	1030	0.362947
0.819029	2	1	4	1030	0.362907
0.819029	2	1	4	1030	0.362867
0.819029	2	1	4	1030	0.362827
0.819029	2	1	4	1030	0.362787
0.819029	2	1	4	1030	0.362747
0.819029	2	1	4	1030	0.362707
0.819029	2	1	4	1030	0.362667
0.819029	2	1	4	1030	0.362627
0.819029	2	1	4	1030	0.362587
0.819029	2	1	4	1030	0.362547
0.819029	2	1	4	1030	0.362507
0.819029	2	1	4	1030	0.362467
0.819029	2	1	4	1030	0.362427
0.819029	2	1	4	1030	0.362387
0.819029	2	1	4	1030	0.362347
0.819029	2	1	4	1030	0.362307
0.819029	2	1	4	1030	0.362267
0.819029	2	1	4	1030	0.362227
0.819029	2	1	4	1030	0.362187
0.819029	2	1	4	1030	0.362147
0.819029	2	1	4	1030	0.362107
0.819029	2	1	4	1030	0.362067
0.819029	2	1	4	1030	0.362027
0.819029	2	1	4	1030	0.361987
0.819029	2	1	4	1030	0.361947
0.819029	2	1	4	1030	0.361907
0.819029	2	1	4	1030	0.361867
0.819029	2	1	4	1030	0.361827
0.819029	2	1	4	1030	0.361787
0.819029	2	1	4	1030	0.361747
0.819029	2	1	4	1030	0.361707
0.819029	2	1	4	1030	0.361667
0.819029	2	1	4	1030	0.361627
0.819029	2	1	4	1030	0.361587
0.819029	2	1	4	1030	0.361547
0.819029	2	1	4	1030	0.361507
0.819029	2	1	4	1030	0.361467
0.819029	2	1	4	1030	0.361427
0.819029	2	1	4	1030	0.361387
0.819029	2	1	4	1030	0.361347
0.819029	2	1	4	1030	0.361307
0.819029	2	1	4	1030	0.361267
0.819029	2	1	4	1030	0.361227
0.819029	2	1	4	1030	0.361187
0.819029	2	1	4	1030	0.361147
0.819029	2	1	4	1030	0.361107
0.819029	2	1	4	1030	0.361067
0.819029	2	1	4	1030	0.361027
0.819029	2	1	4	1030	0.360987
0.819029	2	1	4	1030	0.360947
0.819029	2	1	4	1030	0.360907
0.819029	2	1	4	1030	0.360867
0.819029	2	1	4	1030	0.360827
0.819029	2	1	4	1030	0.360787
0.819029	2	1	4	1030	0.360747
0.819029	2	1	4	1030	0.360707
0.819029	2	1	4	1030	0.360667
0.819029	2	1	4	1030	0.360627
0.819029	2	1	4	1030	0.360587
0.819029	2	1	4	1030	0.360547
0.819029	2	1	4	1030	0.360507
0.819029	2	1	4	1030	0.360467
0.819029	2	1	4	1030	0.360427
0.819029	2	1	4	1030	0.360387
0.819029	2	1	4	1030	0.360347
0.819029	2	1	4	1030	0.360307
0.819029	2	1	4	1030	0.360267
0.819029	2	1	4	1030	0.360227
0.819029	2	1	4	1030	0.360187
0.819029	2	1	4	1030	0.360147
0.819029	2	1	4	1030	0.360107
0.819029	2	1	4	1030	0.360067
0.819029	2	1	4	1030	0.360027
0.819029	2	1	4	1030	0.359987
0.819029	2	1	4	1030	0.359947
0.819029	2	1	4	1030	0.359907
0.819029	2	1	4	1030	0.359867
0.819029	2	1	4	1030	0.359827
0.819029	2	1	4	1030	0.359787
0.819029	2	1	4	1030	0.359747
0.819029	2	1	4	1030	0.359707
0.819029	2	1	4	1030	0.359667
0.819029	2	1	4	1030	0.359627
0.819029	2	1	4	1030	0.359587
0.819029	2	1	4	1030	0.359547
0.819029	2	1	4	1030	0.359507
0.819029	2	1	4	1030	0.359467
0.819029	2	1	4	1030	0.359427
0.819029	2	1	4	1030	0.359387
0.819029	2	1	4	1030	0.359347
0.819029	2	1	4	1030	0.359307
0.819029	2	1	4	1030	0.359267
0.819029	2	1	4	1030	0.359227
0.819029	2	1	4	1030	0.359187
0.819029	2	1	4	1030	0.355387
0.819029	2	1	4	1030	0.355347
0.819029	2	1	4	1030	0.355307
0.819029	2	1	4	1030	0.355267
0.819029	2	1	4	1030	0.355227
0.819029	2	1	4	1030	0.355187
0.819029	2	1	4	1030	0.355147
0.819029	2	1	4	1030	0.355107
0.819029	2	1	4	1030	0.355067
0.819029	2	1	4	1030	0.355027
0.819029	2	1	4	1030	0.354987
0.819029	2	1	4	1030	0.354947
0.819029	2	1	4	1030	0.354907
0.819029	2	1	4	1030	0.354867
0.819029	2	1	4	1030	0.354827
0.819029	2	1	4	1030	0.354787
0.819029	2	1	4	1030	0.354747
0.819029	2	1	4	1030	0.354707
0.819029	2	1	4	1030	0.354667
0.819029	2	1	4	1030	0.354627
0.819029	2	1	4	1030	0.354587
0.819029	2	1	4	1030	0.354547
0.819029	2	1	4	1030	0.354507
0.819029	2	1	4	1030	0.354467
0.819029	2	1	4	1030	0.354427
0.819029	2	1	4	1030	0.354387
0.819029	2	1	4	1030	0.354347
0.819029	2	1	4	1030	0.354307
0.819029	2	1	4	1030	0.354267
0.819029	2	1	4	1030	0.354227
0.819029	2	1	4	1030	0.354187
0.819029	2	1	4	1030	0.354147
0.819029	2	1	4	1030	0.354107
0.819029	2	1	4	1030	0.354067
0.819029	2	1	4	1030	0.354027
0.819029	2	1	4	1030	0.353987
0.819029	2	1	4	1030	0.353947
0.819029	2	1	4	1030	0.353907
0.819029	2	1	4	1030	0.353867
0.819029	2	1	4	1030	0.353827
0.819029	2	1	4	1030	0.353787
0.819029	2	1	4	1030	0.353747
0.819029	2	1	4	1030	0.353707
0.819029	2	1	4	1030	0.353667
0.819029	2	1	4	1030	0.353627
0.819029	2	1	4	1030	0.353587
0.819029	2	1	4	1030	0.353547
0.819029	2	1	4	1030	0.353507
0.819029	2	1	4	1030	0.353467
0.819029	2	1	4	1030	0.353427
0.819029	2	1	4	1030	0.353387
0.819029	2	1	4	1030	0.353347
0.819029	2	1	4	1030	0.353307
0.819029	2	1	4	1030	0.353267
0.819029	2	1	4	1030	0.353227
0.819029	2	1	4	1030	0.353187
0.819029	2	1	4	1030	0.353147
0.819029	2	1	4	1030	0.353107
0.819029	2	1	4	1030	0.353067
0.819029	2	1	4	1030	0.353027
0.819029	2	1	4	1030	0.352987
0.819029	2	1	4	1030	0.352947
0.819029	2	1	4	1030	0.352907
0.819029	2	1	4	1030	0.352867
0.819029	2	1	4	1030	0.352827
0.819029	2	1	4	1030	0.352787
0.819029	2	1	4	1030	0.352747
0.819029	2	1	4	1030	0.352707
0.819029	2	1	4	1030	0.352667
0.819029	2	1	4	1030	0.352627
0.819029	2	1	4	1030	0.352587
0.819029	2	1	4	1030	0.352547
0.819029	2	1	4	1030	0.352507
0.819029	2	1	4	1030	0.352467
0.819029	2	1	4	1030	0.352427
0.819029	2	1	4	1030	0.352387
0.819029	2	1	4	1030	0.352347
0.819029	2	1	4	1030	0.352307
0.819029	2	1	4	1030	0.352267
0.819029	2	1	4	1030	0.352227
0.819029	2	1	4	1030	0.352187
0.819029	2	1	4	1030	0.352147
0.819029	2	1	4	1030	0.352107
0.819029	2	1	4	1030	0.352067
0.819029	2	1	4	1030	0.352027
0.819029	2	1	4	1030	0.351987
0.819029	2	1	4	1030	0.351947
0.819029	2	1	4	1030	0.351907
0.819029	2	1	4	1030	0.351867
0.819029	2	1	4	1030	0.351827
0.819029	2	1	4	1030	0.351787
0.819029	2	1	4	1030	0.351747
0.819029	2	1	4	1030	0.347947
0.819029	2	1	4	1030	0.347907
0.819029	2	1	4	1030	0.347867
0.819029	2	1	4	1030	0.347827
0.819029	2	1	4	1030	0.347787
0.819029	2	1	4	1030	0.347747
0.819029	2	1	4	1030	0.347707
0.819029	2	1	4	1030	0.347667
0.819029	2	1	4	1030	0.347627
0.819029	2	1	4	1030	0.347587
0.819029	2	1	4	1030	0.347547
0.819029	2	1	4	1030	0.347507
0.819029	2	1	4	1030	0.347467
0.819029	2	1	4	1030	0.347427
0.819029	2	1	4	1030	0.347387
0.819029	2	1	4	1030	0.347347
0.819029	2	1	4	1030	0.347307
0.819029	2	1	4	1030	0.347267
0.819029	2	1	4	1030	0.347227
0.819029	2	1	4	1030	0.347187
0.819029	2	1	4	1030	0.347147
0.819029	2	1	4	1030	0.347107
0.819029	2	1	4	1030	0.347067
0.819029	2	1	4	1030	0.347027
0.819029	2	1	4	1030	0.346987
0.819029	2	1	4	1030	0.346947
0.819029	2	1	4	1030	0.346907
0.819029	2	1	4	1030	0.346867
0.819029	2	1	4	1030	0.346827
0.819029	2	1	4	1030	0.346787
0.819029	2	1	4	1030	0.346747
0.819029	2	1	4	1030	0.346707
0.819029	2	1	4	1030	0.346667
0.819029	2	1	4	1030	0.346627
0.819029	2	1	4	1030	0.346587
0.819029	2	1	4	1030	0.346547
0.819029	2	1	4	1030	0.346507
0.819029	2	1	4	1030	0.346467
0.819029	2	1	4	1030	0.346427
0.819029	2	1	4	1030	0.346387
0.819029	2	1	4	1030	0.346347
0.819029	2	1	4	1030	0.346307
0.819029	2	1	4	1030	0.346267
0.819029	2	1	4	1030	0.346227
0.819029	2	1	4	1030	0.346187
0.819029	2	1	4	1030	0.346147
0.819029	2	1	4	1030	0.346107
0.819029	2	1	4	1030	0.346067
0.819029	2	1	4	1030	0.346027
0.819029	2	1	4	1030	0.345987
0.819029	2	1	4	1030	0.345947
0.819029	2	1	4	1030	0.345907
0.819029	2	1	4	1030	0.345867
0.819029	2	1	4	1030	0.345827
0.819029	2	1	4	1030	0.345787
0.819029	2	1	4	1030	0.345747
0.819029	2	1	4	1030	0.345707
0.819029	2	1	4	1030	0.345667
0.819029	2	1	4	1030	0.345627
0.819029	2	1	4	1030	0.345587
0.819029	2	1	4	1030	0.345547
0.819029	2	1	4	1030	0.345507
0.819029	2	1	4	1030	0.345467
0.819029	2	1	4	1030	0.345427
0.819029	2	1	4	1030	0.345387
0.819029	2	1	4	1030	0.345347
0.819029	2	1	4	1030	0.345307
0.819029	2	1	4	1030	0.345267
0.819029	2	1	4	1030	0.345227
0.819029	2	1	4	1030	0.345187
0.819029	2	1	4	1030	0.345147
0.819029	2	1	4	1030	0.345107
0.819029	2	1	4	1030	0.345067
0.819029	2	1	4	1030	0.345027
0.819029	2	1	4	1030	0.344987
0.819029	2	1	4	1030	0.344947
0.819029	2	1	4	1030	0.344907
0.819029	2	1	4	1030	0.344867
0.819029	2	1	4	1030	0.344827
0.819029	2	1	4	1030	0.344787
0.819029	2	1	4	1030	0.344747
0.819029	2	1	4	1030	0.344707
0.819029	2	1	4	1030	0.344667
0.819029	2	1	4	1030	0.344627
0.819029	2	1	4	1030	0.344587
0.819029	2	1	4	1030	0.344547
0.819029	2	1	4	1030	0.344507
0.819029	2	1	4	1030	0.344467
0.819029	2	1	4	1030	0.344427
0.819029	2	1	4	1030	0.344387
0.819029	2	1	4	1030	0.344347
0.819029	2	1	4	1030	0.344307
0.819029	2	1	4	1030	0.340507
0.819029	2	1	4	1030	0.340467
0.819029	2	1	4	1030	0.340427
0.819029	2	1	4	1030	0.340387
0.819029	2	1	4	1030	0.340347
0.819029	2	1	4	1030	0.340307
0.819029	2	1	4	1030	0.340267
0.819029	2	1	4	1030	0.340227
0.819029	2	1	4	1030	0.340187
0.819029	2	1	4	1030	0.340147
0.819029	2	1	4	1030	0.340107
0.819029	2	1	4	1030	0.340067
0.819029	2	1	4	1030	0.340027
0.819029	2	1	4	1030	0.339987
0.819029	2	1	4	1030	0.339947
0.819029	2	1	4	1030	0.339907
0.819029	2	1	4	1030	0.339867
0.819029	2	1	4	1030	0.339827
0.819029	2	1	4	1030	0.339787
0.819029	2	1	4	1030	0.339747
0.819029	2	1	4	1030	0.339707
0.819029	2	1	4	1030	0.339667
0.819029	2	1	4	1030	0.339627
0.819029	2	1	4	1030	0.339587
0.819029	2	1	4	1030	0.339547
0.819029	2	1	4	1030	0.339507
0.819029	2	1	4	1030	0.339467
0.819029	2	1	4	1030	0.339427
0.819029	2	1	4	1030	0.339387
0.819029	2	1	4	1030	0.339347
0.819029	2	1	4	1030	0.339307
0.819029	2	1	4	1030	0.339267
0.819029	2	1	4	1030	0.339227
0.819029	2	1	4	1030	0.339187
0.819029	2	1	4	1030	0.339147
0.819029	2	1	4	1030	0.339107
0.819029	2	1	4	1030	0.339067
0.819029	2	1	4	1030	0.339027
0.819029	2	1	4	1030	0.338987
0.819029	2	1	4	1030	0.338947
0.819029	2	1	4	1030	0.338907
0.819029	2	1	4	1030	0.338867
0.819029	2	1	4	1030	0.338827
0.819029	2	1	4	1030	0.338787
0.819029	2	1	4	1030	0.338747
0.819029	2	1	4	1030	0.338707
0.819029	2	1	4	1030	0.338667
0.819029	2	1	4	1030	0.338627
0.819029	2	1	4	1030	0.338587
0.819029	2	1	4	1030	0.338547
0.819029	2	1	4	1030	0.338507
0.819029	2	1	4	1030	0.338467
0.819029	2	1	4	1030	0.338427
0.819029	2	1	4	1030	0.338387
0.819029	2	1	4	1030	0.338347
0.819029	2	1	4	1030	0.338307
0.819029	2	1	4	1030	0.338267
0.819029	2	1	4	1030	0.338227
0.819029	2	1	4	1030	0.338187
0.819029	2	1	4	1030	0.338147
0.819029	2	1	4	1030	0.338107
0.819029	2	1	4	1030	0.338067
0.819029	2	1	4	1030	0.338027
0.819029	2	1	4	1030	0.337987
0.819029	2	1	4	1030	0.337947
0.819029	2	1	4	1030	0.337907
0.819029	2	1	4	1030	0.337867
0.819029	2	1	4	1030	0.337827
0.819029	2	1	4	1030	0.337787
0.819029	2	1	4	1030	0.337747
0.819029	2	1	4	1030	0.337707
0.819029	2	1	4	1030	0.337667
0.819029	2	1	4	1030	0.337627
0.819029	2	1	4	1030	0.337587
0.819029	2	1	4	1030	0.337547
0.819029	2	1	4	1030	0.337507
0.819029	2	1	4	1030	0.337467
0.819029	2	1	4	1030	0.337427
0.819029	2	1	4	1030	0.337387
0.819029	2	1	4	1030	0.337347
0.819029	2	1	4	1030	0.337307
