time(s)	cellId	rnti	lcid	packetSize
2.022	2	1	4	8309
2.022	2	1	4	8309
2.023	2	1	4	8309
2.023	2	1	4	8309
2.034	2	1	4	8309
2.034	2	1	4	8309
2.035	2	1	4	8309
2.035	2	1	4	8309
2.036	2	1	4	8309
2.036	2	1	4	8309
2.042	2	1	4	8309
2.042	2	1	4	8309
2.043	2	1	4	8309
2.043	2	1	4	8309
2.054	2	1	4	8309
2.054	2	1	4	8309
2.055	2	1	4	8309
2.055	2	1	4	8309
2.056	2	1	4	8309
2.056	2	1	4	8309
2.062	2	1	4	8309
2.062	2	1	4	8309
2.063	2	1	4	8309
2.063	2	1	4	8309
2.074	2	1	4	8309
2.074	2	1	4	8309
2.075	2	1	4	8309
2.075	2	1	4	8309
2.076	2	1	4	7618
2.076	2	1	4	7618
2.082	2	1	4	8309
2.082	2	1	4	8309
2.083	2	1	4	8309
2.083	2	1	4	8309
2.094	2	1	4	8309
2.094	2	1	4	8309
2.095	2	1	4	8309
2.095	2	1	4	8309
2.096	2	1	4	8309
2.096	2	1	4	8309
2.102	2	1	4	8309
2.102	2	1	4	8309
2.103	2	1	4	8309
2.103	2	1	4	8309
2.114	2	1	4	8309
2.114	2	1	4	8309
2.115	2	1	4	8309
2.115	2	1	4	8309
2.116	2	1	4	8309
2.116	2	1	4	8309
2.122	2	1	4	8309
2.122	2	1	4	8309
2.123	2	1	4	8309
2.123	2	1	4	8309
2.134	2	1	4	8309
2.134	2	1	4	8309
2.135	2	1	4	8309
2.135	2	1	4	8309
2.136	2	1	4	8309
2.136	2	1	4	8309
2.142	2	1	4	8309
2.142	2	1	4	8309
2.143	2	1	4	8309
2.143	2	1	4	8309
2.154	2	1	4	8309
2.154	2	1	4	8309
2.155	2	1	4	8309
2.155	2	1	4	8309
2.156	2	1	4	7618
2.156	2	1	4	7618
2.162	2	1	4	8309
2.162	2	1	4	8309
2.163	2	1	4	8309
2.163	2	1	4	8309
2.174	2	1	4	8309
2.174	2	1	4	8309
2.175	2	1	4	8309
2.175	2	1	4	8309
2.176	2	1	4	8309
2.176	2	1	4	8309
2.182	2	1	4	8309
2.182	2	1	4	8309
2.183	2	1	4	8309
2.183	2	1	4	8309
2.194	2	1	4	8309
2.194	2	1	4	8309
2.195	2	1	4	8309
2.195	2	1	4	8309
2.196	2	1	4	8309
2.196	2	1	4	8309
2.202	2	1	4	8309
2.202	2	1	4	8309
2.203	2	1	4	8309
2.203	2	1	4	8309
2.214	2	1	4	8309
2.214	2	1	4	8309
2.215	2	1	4	8309
2.215	2	1	4	8309
2.216	2	1	4	8309
2.216	2	1	4	8309
2.222	2	1	4	8309
2.222	2	1	4	8309
2.223	2	1	4	8309
2.223	2	1	4	8309
2.234	2	1	4	8309
2.234	2	1	4	8309
2.235	2	1	4	8309
2.235	2	1	4	8309
2.236	2	1	4	7618
2.236	2	1	4	7618
2.242	2	1	4	8309
2.242	2	1	4	8309
2.243	2	1	4	8309
2.243	2	1	4	8309
2.254	2	1	4	8309
2.254	2	1	4	8309
2.255	2	1	4	8309
2.255	2	1	4	8309
2.256	2	1	4	8309
2.256	2	1	4	8309
2.262	2	1	4	8309
2.262	2	1	4	8309
2.263	2	1	4	8309
2.263	2	1	4	8309
2.274	2	1	4	8309
2.274	2	1	4	8309
2.275	2	1	4	8309
2.275	2	1	4	8309
2.276	2	1	4	8309
2.276	2	1	4	8309
2.282	2	1	4	8309
2.282	2	1	4	8309
2.283	2	1	4	8309
2.283	2	1	4	8309
2.294	2	1	4	8309
2.294	2	1	4	8309
2.295	2	1	4	8309
2.295	2	1	4	8309
2.296	2	1	4	8309
2.296	2	1	4	8309
2.302	2	1	4	8309
2.302	2	1	4	8309
2.303	2	1	4	8309
2.303	2	1	4	8309
2.314	2	1	4	8309
2.314	2	1	4	8309
2.315	2	1	4	8309
2.315	2	1	4	8309
2.316	2	1	4	7618
2.316	2	1	4	7618
2.322	2	1	4	8309
2.322	2	1	4	8309
2.323	2	1	4	8309
2.323	2	1	4	8309
2.334	2	1	4	8309
2.334	2	1	4	8309
2.335	2	1	4	8309
2.335	2	1	4	8309
2.336	2	1	4	8309
2.336	2	1	4	8309
2.342	2	1	4	8309
2.342	2	1	4	8309
2.343	2	1	4	8309
2.343	2	1	4	8309
2.354	2	1	4	8309
2.354	2	1	4	8309
2.355	2	1	4	8309
2.355	2	1	4	8309
2.356	2	1	4	8309
2.356	2	1	4	8309
2.362	2	1	4	8309
2.362	2	1	4	8309
2.363	2	1	4	8309
2.363	2	1	4	8309
2.374	2	1	4	8309
2.374	2	1	4	8309
2.375	2	1	4	8309
2.375	2	1	4	8309
2.376	2	1	4	8309
2.376	2	1	4	8309
2.382	2	1	4	8309
2.382	2	1	4	8309
2.383	2	1	4	8309
2.383	2	1	4	8309
2.394	2	1	4	8309
2.394	2	1	4	8309
2.395	2	1	4	8309
2.395	2	1	4	8309
2.396	2	1	4	7618
2.396	2	1	4	7618
2.402	2	1	4	8309
2.402	2	1	4	8309
2.403	2	1	4	8309
2.403	2	1	4	8309
2.414	2	1	4	8309
2.414	2	1	4	8309
2.415	2	1	4	8309
2.415	2	1	4	8309
2.416	2	1	4	8309
2.416	2	1	4	8309
2.422	2	1	4	8309
2.422	2	1	4	8309
2.423	2	1	4	8309
2.423	2	1	4	8309
2.434	2	1	4	8309
2.434	2	1	4	8309
2.435	2	1	4	8309
2.435	2	1	4	8309
2.436	2	1	4	8309
2.436	2	1	4	8309
2.442	2	1	4	8309
2.442	2	1	4	8309
2.443	2	1	4	8309
2.443	2	1	4	8309
2.454	2	1	4	8309
2.454	2	1	4	8309
2.455	2	1	4	8309
2.455	2	1	4	8309
2.456	2	1	4	8309
2.456	2	1	4	8309
2.462	2	1	4	8309
2.462	2	1	4	8309
2.463	2	1	4	8309
2.463	2	1	4	8309
2.474	2	1	4	8309
2.474	2	1	4	8309
2.475	2	1	4	8309
2.475	2	1	4	8309
2.476	2	1	4	7618
2.476	2	1	4	7618
2.482	2	1	4	8309
2.482	2	1	4	8309
2.483	2	1	4	8309
2.483	2	1	4	8309
2.494	2	1	4	8309
2.494	2	1	4	8309
2.495	2	1	4	8309
2.495	2	1	4	8309
2.496	2	1	4	8309
2.496	2	1	4	8309
2.502	2	1	4	8309
2.502	2	1	4	8309
2.503	2	1	4	8309
2.503	2	1	4	8309
2.514	2	1	4	8309
2.514	2	1	4	8309
2.515	2	1	4	8309
2.515	2	1	4	8309
2.516	2	1	4	8309
2.516	2	1	4	8309
2.522	2	1	4	8309
2.522	2	1	4	8309
2.523	2	1	4	8309
2.523	2	1	4	8309
2.534	2	1	4	8309
2.534	2	1	4	8309
2.535	2	1	4	8309
2.535	2	1	4	8309
2.536	2	1	4	8309
2.536	2	1	4	8309
2.542	2	1	4	8309
2.542	2	1	4	8309
2.543	2	1	4	8309
2.543	2	1	4	8309
2.554	2	1	4	8309
2.554	2	1	4	8309
2.555	2	1	4	8309
2.555	2	1	4	8309
2.556	2	1	4	7618
2.556	2	1	4	7618
2.562	2	1	4	8309
2.562	2	1	4	8309
2.563	2	1	4	8309
2.563	2	1	4	8309
2.574	2	1	4	8309
2.574	2	1	4	8309
2.575	2	1	4	8309
2.575	2	1	4	8309
2.576	2	1	4	8309
2.576	2	1	4	8309
2.582	2	1	4	8309
2.582	2	1	4	8309
2.583	2	1	4	8309
2.583	2	1	4	8309
2.594	2	1	4	8309
2.594	2	1	4	8309
2.595	2	1	4	8309
2.595	2	1	4	8309
2.596	2	1	4	8309
2.596	2	1	4	8309
2.602	2	1	4	8309
2.602	2	1	4	8309
2.603	2	1	4	8309
2.603	2	1	4	8309
2.614	2	1	4	8309
2.614	2	1	4	8309
2.615	2	1	4	8309
2.615	2	1	4	8309
2.616	2	1	4	8309
2.616	2	1	4	8309
2.622	2	1	4	8309
2.622	2	1	4	8309
2.623	2	1	4	8309
2.623	2	1	4	8309
2.634	2	1	4	8309
2.634	2	1	4	8309
2.635	2	1	4	8309
2.635	2	1	4	8309
2.636	2	1	4	7618
2.636	2	1	4	7618
2.642	2	1	4	8309
2.642	2	1	4	8309
2.643	2	1	4	8309
2.643	2	1	4	8309
2.654	2	1	4	8309
2.654	2	1	4	8309
2.655	2	1	4	8309
2.655	2	1	4	8309
2.656	2	1	4	8309
2.656	2	1	4	8309
2.662	2	1	4	8309
2.662	2	1	4	8309
2.663	2	1	4	8309
2.663	2	1	4	8309
2.674	2	1	4	8309
2.674	2	1	4	8309
2.675	2	1	4	8309
2.675	2	1	4	8309
2.676	2	1	4	8309
2.676	2	1	4	8309
2.682	2	1	4	8309
2.682	2	1	4	8309
2.683	2	1	4	8309
2.683	2	1	4	8309
2.694	2	1	4	8309
2.694	2	1	4	8309
2.695	2	1	4	8309
2.695	2	1	4	8309
2.696	2	1	4	8309
2.696	2	1	4	8309
2.702	2	1	4	8309
2.702	2	1	4	8309
2.703	2	1	4	8309
2.703	2	1	4	8309
2.714	2	1	4	8309
2.714	2	1	4	8309
2.715	2	1	4	8309
2.715	2	1	4	8309
2.716	2	1	4	7618
2.716	2	1	4	7618
2.722	2	1	4	8309
2.722	2	1	4	8309
2.723	2	1	4	8309
2.723	2	1	4	8309
2.734	2	1	4	8309
2.734	2	1	4	8309
2.735	2	1	4	8309
2.735	2	1	4	8309
2.736	2	1	4	8309
2.736	2	1	4	8309
2.742	2	1	4	8309
2.742	2	1	4	8309
2.743	2	1	4	8309
2.743	2	1	4	8309
2.754	2	1	4	8309
2.754	2	1	4	8309
2.755	2	1	4	8309
2.755	2	1	4	8309
2.756	2	1	4	8309
2.756	2	1	4	8309
2.762	2	1	4	8309
2.762	2	1	4	8309
2.763	2	1	4	8309
2.763	2	1	4	8309
2.774	2	1	4	8309
2.774	2	1	4	8309
2.775	2	1	4	8309
2.775	2	1	4	8309
2.776	2	1	4	8309
2.776	2	1	4	8309
2.782	2	1	4	8309
2.782	2	1	4	8309
2.783	2	1	4	8309
2.783	2	1	4	8309
2.794	2	1	4	8309
2.794	2	1	4	8309
2.795	2	1	4	8309
2.795	2	1	4	8309
2.796	2	1	4	7618
2.796	2	1	4	7618
2.802	2	1	4	8309
2.802	2	1	4	8309
2.803	2	1	4	8309
2.803	2	1	4	8309
2.814	2	1	4	8309
2.814	2	1	4	8309
2.815	2	1	4	8309
2.815	2	1	4	8309
2.816	2	1	4	8309
2.816	2	1	4	8309
2.822	2	1	4	8309
2.822	2	1	4	8309
2.823	2	1	4	8309
2.823	2	1	4	8309
2.834	2	1	4	8309
2.834	2	1	4	8309
2.835	2	1	4	8309
2.835	2	1	4	8309
2.836	2	1	4	8309
2.836	2	1	4	8309
2.842	2	1	4	8309
2.842	2	1	4	8309
2.843	2	1	4	8309
2.843	2	1	4	8309
2.854	2	1	4	8309
2.854	2	1	4	8309
2.855	2	1	4	8309
2.855	2	1	4	8309
2.856	2	1	4	8309
2.856	2	1	4	8309
2.862	2	1	4	8309
2.862	2	1	4	8309
2.863	2	1	4	8309
2.863	2	1	4	8309
2.874	2	1	4	8309
2.874	2	1	4	8309
2.875	2	1	4	8309
2.875	2	1	4	8309
2.876	2	1	4	7618
2.876	2	1	4	7618
2.882	2	1	4	8309
2.882	2	1	4	8309
2.883	2	1	4	8309
2.883	2	1	4	8309
2.894	2	1	4	8309
2.894	2	1	4	8309
2.895	2	1	4	8309
2.895	2	1	4	8309
2.896	2	1	4	8309
2.896	2	1	4	8309
2.902	2	1	4	8309
2.902	2	1	4	8309
2.903	2	1	4	8309
2.903	2	1	4	8309
2.914	2	1	4	8309
2.914	2	1	4	8309
2.915	2	1	4	8309
2.915	2	1	4	8309
2.916	2	1	4	8309
2.916	2	1	4	8309
2.922	2	1	4	8309
2.922	2	1	4	8309
2.923	2	1	4	8309
2.923	2	1	4	8309
2.934	2	1	4	8309
2.934	2	1	4	8309
2.935	2	1	4	8309
2.935	2	1	4	8309
2.936	2	1	4	8309
2.936	2	1	4	8309
2.942	2	1	4	8309
2.942	2	1	4	8309
2.943	2	1	4	8309
2.943	2	1	4	8309
2.954	2	1	4	8309
2.954	2	1	4	8309
2.955	2	1	4	8309
2.955	2	1	4	8309
2.956	2	1	4	7618
2.956	2	1	4	7618
2.962	2	1	4	8309
2.962	2	1	4	8309
2.963	2	1	4	8309
2.963	2	1	4	8309
2.974	2	1	4	8309
2.974	2	1	4	8309
2.975	2	1	4	8309
2.975	2	1	4	8309
2.976	2	1	4	8309
2.976	2	1	4	8309
2.982	2	1	4	8309
2.982	2	1	4	8309
2.983	2	1	4	8309
2.983	2	1	4	8309
2.994	2	1	4	8309
2.994	2	1	4	8309
2.995	2	1	4	8309
2.995	2	1	4	8309
2.996	2	1	4	8309
2.996	2	1	4	8309
