% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	stream	harqId	ndi	rv	mcs	tbSize
1.652	1	0	1	1	165	4	0	1	12	1	13	255	0	255	0
1.653	1	0	1	1	165	5	0	1	12	0	12	1	0	0	8312
1.653	1	0	1	1	165	5	0	1	12	1	12	1	0	0	8312
1.654	1	0	1	1	165	6	0	1	12	0	15	1	0	0	8312
1.654	1	0	1	1	165	6	0	1	12	1	15	1	0	0	8312
1.655	1	0	1	1	165	7	0	1	12	0	14	0	3	0	8312
1.655	1	0	1	1	165	7	0	1	12	1	14	255	0	255	0
1.656	1	0	1	1	165	8	0	1	12	0	11	1	0	0	8312
1.656	1	0	1	1	165	8	0	1	12	1	11	1	0	0	8312
1.657	1	0	1	1	165	9	0	1	12	0	13	0	3	0	8312
1.657	1	0	1	1	165	9	0	1	12	1	13	255	0	255	0
1.658	1	0	1	1	166	0	0	1	12	0	12	0	1	0	8312
1.658	1	0	1	1	166	0	0	1	12	1	12	255	0	255	0
1.659	1	0	1	1	166	1	0	1	12	0	15	0	1	0	8312
1.659	1	0	1	1	166	1	0	1	12	1	15	255	0	255	0
1.66	1	0	1	1	166	2	0	1	12	0	14	1	0	0	8312
1.66	1	0	1	1	166	2	0	1	12	1	14	1	0	0	8312
1.661	1	0	1	1	166	3	0	1	12	0	11	0	1	0	8312
1.661	1	0	1	1	166	3	0	1	12	1	11	255	0	255	0
1.662	1	0	1	1	166	4	0	1	12	0	13	1	0	0	8312
1.662	1	0	1	1	166	4	0	1	12	1	13	1	0	0	8312
1.663	1	0	1	1	166	5	0	1	12	0	12	0	2	0	8312
1.663	1	0	1	1	166	5	0	1	12	1	12	255	0	255	0
1.664	1	0	1	1	166	6	0	1	12	0	15	0	2	0	8312
1.664	1	0	1	1	166	6	0	1	12	1	15	255	0	255	0
1.665	1	0	1	1	166	7	0	1	12	0	14	0	1	0	8312
1.665	1	0	1	1	166	7	0	1	12	1	14	255	0	255	0
1.666	1	0	1	1	166	8	0	1	12	0	11	0	2	0	8312
1.666	1	0	1	1	166	8	0	1	12	1	11	255	0	255	0
1.667	1	0	1	1	166	9	0	1	12	0	13	0	1	0	8312
1.667	1	0	1	1	166	9	0	1	12	1	13	255	0	255	0
1.668	1	0	1	1	167	0	0	1	12	0	12	0	3	0	8312
1.668	1	0	1	1	167	0	0	1	12	1	12	255	0	255	0
1.669	1	0	1	1	167	1	0	1	12	0	15	0	3	0	8312
1.669	1	0	1	1	167	1	0	1	12	1	15	255	0	255	0
1.67	1	0	1	1	167	2	0	1	12	0	14	0	2	0	8312
1.67	1	0	1	1	167	2	0	1	12	1	14	255	0	255	0
1.671	1	0	1	1	167	3	0	1	12	0	11	0	3	0	8312
1.671	1	0	1	1	167	3	0	1	12	1	11	255	0	255	0
1.672	1	0	1	1	167	4	0	1	12	0	13	0	2	0	8312
1.672	1	0	1	1	167	4	0	1	12	1	13	255	0	255	0
1.673	1	0	1	1	167	5	0	1	12	0	12	1	0	0	8312
1.673	1	0	1	1	167	5	0	1	12	1	12	1	0	0	8312
1.674	1	0	1	1	167	6	0	1	12	0	15	1	0	0	8312
1.674	1	0	1	1	167	6	0	1	12	1	15	1	0	0	8312
1.675	1	0	1	1	167	7	0	1	12	0	14	0	3	0	8312
1.675	1	0	1	1	167	7	0	1	12	1	14	255	0	255	0
1.676	1	0	1	1	167	8	0	1	11	0	11	1	0	0	7621
1.676	1	0	1	1	167	8	0	1	11	1	11	1	0	0	7621
1.677	1	0	1	1	167	9	0	1	12	0	13	0	3	0	8312
1.677	1	0	1	1	167	9	0	1	12	1	13	255	0	255	0
1.678	1	0	1	1	168	0	0	1	12	0	12	0	1	0	8312
1.678	1	0	1	1	168	0	0	1	12	1	12	255	0	255	0
1.679	1	0	1	1	168	1	0	1	12	0	15	0	1	0	8312
1.679	1	0	1	1	168	1	0	1	12	1	15	255	0	255	0
1.68	1	0	1	1	168	2	0	1	12	0	14	1	0	0	8312
1.68	1	0	1	1	168	2	0	1	12	1	14	1	0	0	8312
1.681	1	0	1	1	168	3	0	1	12	0	11	0	1	0	7621
1.681	1	0	1	1	168	3	0	1	12	1	11	255	0	255	0
1.682	1	0	1	1	168	4	0	1	12	0	13	1	0	0	8312
1.682	1	0	1	1	168	4	0	1	12	1	13	1	0	0	8312
1.683	1	0	1	1	168	5	0	1	12	0	12	0	2	0	8312
1.683	1	0	1	1	168	5	0	1	12	1	12	255	0	255	0
1.684	1	0	1	1	168	6	0	1	12	0	15	0	2	0	8312
1.684	1	0	1	1	168	6	0	1	12	1	15	255	0	255	0
1.685	1	0	1	1	168	7	0	1	12	0	14	0	1	0	8312
1.685	1	0	1	1	168	7	0	1	12	1	14	255	0	255	0
1.686	1	0	1	1	168	8	0	1	12	0	11	0	2	0	7621
1.686	1	0	1	1	168	8	0	1	12	1	11	255	0	255	0
1.687	1	0	1	1	168	9	0	1	12	0	13	0	1	0	8312
1.687	1	0	1	1	168	9	0	1	12	1	13	255	0	255	0
1.688	1	0	1	1	169	0	0	1	12	0	12	0	3	0	8312
1.688	1	0	1	1	169	0	0	1	12	1	12	255	0	255	0
1.689	1	0	1	1	169	1	0	1	12	0	15	0	3	0	8312
1.689	1	0	1	1	169	1	0	1	12	1	15	255	0	255	0
1.69	1	0	1	1	169	2	0	1	12	0	14	0	2	0	8312
1.69	1	0	1	1	169	2	0	1	12	1	14	255	0	255	0
1.691	1	0	1	1	169	3	0	1	12	0	11	0	3	0	7621
1.691	1	0	1	1	169	3	0	1	12	1	11	255	0	255	0
1.692	1	0	1	1	169	4	0	1	12	0	13	0	2	0	8312
1.692	1	0	1	1	169	4	0	1	12	1	13	255	0	255	0
1.693	1	0	1	1	169	5	0	1	12	0	12	1	0	0	8312
1.693	1	0	1	1	169	5	0	1	12	1	12	1	0	0	8312
1.694	1	0	1	1	169	6	0	1	12	0	15	1	0	0	8312
1.694	1	0	1	1	169	6	0	1	12	1	15	1	0	0	8312
1.695	1	0	1	1	169	7	0	1	12	0	14	0	3	0	8312
1.695	1	0	1	1	169	7	0	1	12	1	14	255	0	255	0
1.696	1	0	1	1	169	8	0	1	12	0	11	1	0	0	8312
1.696	1	0	1	1	169	8	0	1	12	1	11	1	0	0	8312
1.697	1	0	1	1	169	9	0	1	12	0	13	0	3	0	8312
1.697	1	0	1	1	169	9	0	1	12	1	13	255	0	255	0
1.698	1	0	1	1	170	0	0	1	12	0	12	0	1	0	8312
1.698	1	0	1	1	170	0	0	1	12	1	12	255	0	255	0
1.699	1	0	1	1	170	1	0	1	12	0	15	0	1	0	8312
1.699	1	0	1	1	170	1	0	1	12	1	15	255	0	255	0
1.7	1	0	1	1	170	2	0	1	12	0	14	1	0	0	8312
1.7	1	0	1	1	170	2	0	1	12	1	14	1	0	0	8312
1.701	1	0	1	1	170	3	0	1	12	0	11	0	1	0	8312
1.701	1	0	1	1	170	3	0	1	12	1	11	255	0	255	0
1.702	1	0	1	1	170	4	0	1	12	0	13	1	0	0	8312
1.702	1	0	1	1	170	4	0	1	12	1	13	1	0	0	8312
1.703	1	0	1	1	170	5	0	1	12	0	12	0	2	0	8312
1.703	1	0	1	1	170	5	0	1	12	1	12	255	0	255	0
1.704	1	0	1	1	170	6	0	1	12	0	15	0	2	0	8312
1.704	1	0	1	1	170	6	0	1	12	1	15	255	0	255	0
1.705	1	0	1	1	170	7	0	1	12	0	14	0	1	0	8312
1.705	1	0	1	1	170	7	0	1	12	1	14	255	0	255	0
1.706	1	0	1	1	170	8	0	1	12	0	11	0	2	0	8312
1.706	1	0	1	1	170	8	0	1	12	1	11	255	0	255	0
1.707	1	0	1	1	170	9	0	1	12	0	13	0	1	0	8312
1.707	1	0	1	1	170	9	0	1	12	1	13	255	0	255	0
1.708	1	0	1	1	171	0	0	1	12	0	12	0	3	0	8312
1.708	1	0	1	1	171	0	0	1	12	1	12	255	0	255	0
1.709	1	0	1	1	171	1	0	1	12	0	15	0	3	0	8312
1.709	1	0	1	1	171	1	0	1	12	1	15	255	0	255	0
1.71	1	0	1	1	171	2	0	1	12	0	14	0	2	0	8312
1.71	1	0	1	1	171	2	0	1	12	1	14	255	0	255	0
1.711	1	0	1	1	171	3	0	1	12	0	11	0	3	0	8312
1.711	1	0	1	1	171	3	0	1	12	1	11	255	0	255	0
1.712	1	0	1	1	171	4	0	1	12	0	13	0	2	0	8312
1.712	1	0	1	1	171	4	0	1	12	1	13	255	0	255	0
1.713	1	0	1	1	171	5	0	1	12	0	12	1	0	0	8312
1.713	1	0	1	1	171	5	0	1	12	1	12	1	0	0	8312
1.714	1	0	1	1	171	6	0	1	12	0	15	1	0	0	8312
1.714	1	0	1	1	171	6	0	1	12	1	15	1	0	0	8312
1.715	1	0	1	1	171	7	0	1	12	0	14	0	3	0	8312
1.715	1	0	1	1	171	7	0	1	12	1	14	255	0	255	0
1.716	1	0	1	1	171	8	0	1	12	0	11	1	0	0	8312
1.716	1	0	1	1	171	8	0	1	12	1	11	1	0	0	8312
1.717	1	0	1	1	171	9	0	1	12	0	13	0	3	0	8312
1.717	1	0	1	1	171	9	0	1	12	1	13	255	0	255	0
1.718	1	0	1	1	172	0	0	1	12	0	12	0	1	0	8312
1.718	1	0	1	1	172	0	0	1	12	1	12	255	0	255	0
1.719	1	0	1	1	172	1	0	1	12	0	15	0	1	0	8312
1.719	1	0	1	1	172	1	0	1	12	1	15	255	0	255	0
1.72	1	0	1	1	172	2	0	1	12	0	14	1	0	0	8312
1.72	1	0	1	1	172	2	0	1	12	1	14	1	0	0	8312
1.721	1	0	1	1	172	3	0	1	12	0	11	0	1	0	8312
1.721	1	0	1	1	172	3	0	1	12	1	11	255	0	255	0
1.722	1	0	1	1	172	4	0	1	12	0	13	1	0	0	8312
1.722	1	0	1	1	172	4	0	1	12	1	13	1	0	0	8312
1.723	1	0	1	1	172	5	0	1	12	0	12	0	2	0	8312
1.723	1	0	1	1	172	5	0	1	12	1	12	255	0	255	0
1.724	1	0	1	1	172	6	0	1	12	0	15	0	2	0	8312
1.724	1	0	1	1	172	6	0	1	12	1	15	255	0	255	0
1.725	1	0	1	1	172	7	0	1	12	0	14	0	1	0	8312
1.725	1	0	1	1	172	7	0	1	12	1	14	255	0	255	0
1.726	1	0	1	1	172	8	0	1	12	0	11	0	2	0	8312
1.726	1	0	1	1	172	8	0	1	12	1	11	255	0	255	0
1.727	1	0	1	1	172	9	0	1	12	0	13	0	1	0	8312
1.727	1	0	1	1	172	9	0	1	12	1	13	255	0	255	0
1.728	1	0	1	1	173	0	0	1	12	0	12	0	3	0	8312
1.728	1	0	1	1	173	0	0	1	12	1	12	255	0	255	0
1.729	1	0	1	1	173	1	0	1	12	0	15	0	3	0	8312
1.729	1	0	1	1	173	1	0	1	12	1	15	255	0	255	0
1.73	1	0	1	1	173	2	0	1	12	0	14	0	2	0	8312
1.73	1	0	1	1	173	2	0	1	12	1	14	255	0	255	0
1.731	1	0	1	1	173	3	0	1	12	0	11	0	3	0	8312
1.731	1	0	1	1	173	3	0	1	12	1	11	255	0	255	0
1.732	1	0	1	1	173	4	0	1	12	0	13	0	2	0	8312
1.732	1	0	1	1	173	4	0	1	12	1	13	255	0	255	0
1.733	1	0	1	1	173	5	0	1	12	0	12	1	0	0	8312
1.733	1	0	1	1	173	5	0	1	12	1	12	1	0	0	8312
1.734	1	0	1	1	173	6	0	1	12	0	15	1	0	0	8312
1.734	1	0	1	1	173	6	0	1	12	1	15	1	0	0	8312
1.735	1	0	1	1	173	7	0	1	12	0	14	0	3	0	8312
1.735	1	0	1	1	173	7	0	1	12	1	14	255	0	255	0
1.736	1	0	1	1	173	8	0	1	12	0	11	1	0	0	8312
1.736	1	0	1	1	173	8	0	1	12	1	11	1	0	0	8312
1.737	1	0	1	1	173	9	0	1	12	0	13	0	3	0	8312
1.737	1	0	1	1	173	9	0	1	12	1	13	255	0	255	0
1.738	1	0	1	1	174	0	0	1	12	0	12	0	1	0	8312
1.738	1	0	1	1	174	0	0	1	12	1	12	255	0	255	0
1.739	1	0	1	1	174	1	0	1	12	0	15	0	1	0	8312
1.739	1	0	1	1	174	1	0	1	12	1	15	255	0	255	0
1.74	1	0	1	1	174	2	0	1	12	0	14	1	0	0	8312
1.74	1	0	1	1	174	2	0	1	12	1	14	1	0	0	8312
1.741	1	0	1	1	174	3	0	1	12	0	11	0	1	0	8312
1.741	1	0	1	1	174	3	0	1	12	1	11	255	0	255	0
1.742	1	0	1	1	174	4	0	1	12	0	13	1	0	0	8312
1.742	1	0	1	1	174	4	0	1	12	1	13	1	0	0	8312
1.743	1	0	1	1	174	5	0	1	12	0	12	0	2	0	8312
1.743	1	0	1	1	174	5	0	1	12	1	12	255	0	255	0
1.744	1	0	1	1	174	6	0	1	12	0	15	0	2	0	8312
1.744	1	0	1	1	174	6	0	1	12	1	15	255	0	255	0
1.745	1	0	1	1	174	7	0	1	12	0	14	0	1	0	8312
1.745	1	0	1	1	174	7	0	1	12	1	14	255	0	255	0
1.746	1	0	1	1	174	8	0	1	12	0	11	0	2	0	8312
1.746	1	0	1	1	174	8	0	1	12	1	11	255	0	255	0
1.747	1	0	1	1	174	9	0	1	12	0	13	0	1	0	8312
1.747	1	0	1	1	174	9	0	1	12	1	13	255	0	255	0
1.748	1	0	1	1	175	0	0	1	12	0	12	0	3	0	8312
1.748	1	0	1	1	175	0	0	1	12	1	12	255	0	255	0
1.749	1	0	1	1	175	1	0	1	12	0	15	0	3	0	8312
1.749	1	0	1	1	175	1	0	1	12	1	15	255	0	255	0
1.75	1	0	1	1	175	2	0	1	12	0	14	0	2	0	8312
1.75	1	0	1	1	175	2	0	1	12	1	14	255	0	255	0
1.751	1	0	1	1	175	3	0	1	12	0	11	0	3	0	8312
1.751	1	0	1	1	175	3	0	1	12	1	11	255	0	255	0
1.752	1	0	1	1	175	4	0	1	12	0	13	0	2	0	8312
1.752	1	0	1	1	175	4	0	1	12	1	13	255	0	255	0
1.753	1	0	1	1	175	5	0	1	12	0	12	1	0	0	8312
1.753	1	0	1	1	175	5	0	1	12	1	12	1	0	0	8312
1.754	1	0	1	1	175	6	0	1	12	0	15	1	0	0	8312
1.754	1	0	1	1	175	6	0	1	12	1	15	1	0	0	8312
1.755	1	0	1	1	175	7	0	1	12	0	14	0	3	0	8312
1.755	1	0	1	1	175	7	0	1	12	1	14	255	0	255	0
1.756	1	0	1	1	175	8	0	1	11	0	11	1	0	0	7621
1.756	1	0	1	1	175	8	0	1	11	1	11	1	0	0	7621
1.757	1	0	1	1	175	9	0	1	12	0	13	0	3	0	8312
1.757	1	0	1	1	175	9	0	1	12	1	13	255	0	255	0
1.758	1	0	1	1	176	0	0	1	12	0	12	0	1	0	8312
1.758	1	0	1	1	176	0	0	1	12	1	12	255	0	255	0
1.759	1	0	1	1	176	1	0	1	12	0	15	0	1	0	8312
1.759	1	0	1	1	176	1	0	1	12	1	15	255	0	255	0
1.76	1	0	1	1	176	2	0	1	12	0	14	1	0	0	8312
1.76	1	0	1	1	176	2	0	1	12	1	14	1	0	0	8312
1.761	1	0	1	1	176	3	0	1	12	0	11	0	1	0	7621
1.761	1	0	1	1	176	3	0	1	12	1	11	255	0	255	0
1.762	1	0	1	1	176	4	0	1	12	0	13	1	0	0	8312
1.762	1	0	1	1	176	4	0	1	12	1	13	1	0	0	8312
1.763	1	0	1	1	176	5	0	1	12	0	12	0	2	0	8312
1.763	1	0	1	1	176	5	0	1	12	1	12	255	0	255	0
1.764	1	0	1	1	176	6	0	1	12	0	15	0	2	0	8312
1.764	1	0	1	1	176	6	0	1	12	1	15	255	0	255	0
1.765	1	0	1	1	176	7	0	1	12	0	14	0	1	0	8312
1.765	1	0	1	1	176	7	0	1	12	1	14	255	0	255	0
1.766	1	0	1	1	176	8	0	1	12	0	11	0	2	0	7621
1.766	1	0	1	1	176	8	0	1	12	1	11	255	0	255	0
1.767	1	0	1	1	176	9	0	1	12	0	13	0	1	0	8312
1.767	1	0	1	1	176	9	0	1	12	1	13	255	0	255	0
1.768	1	0	1	1	177	0	0	1	12	0	12	0	3	0	8312
1.768	1	0	1	1	177	0	0	1	12	1	12	255	0	255	0
1.769	1	0	1	1	177	1	0	1	12	0	15	0	3	0	8312
1.769	1	0	1	1	177	1	0	1	12	1	15	255	0	255	0
1.77	1	0	1	1	177	2	0	1	12	0	14	0	2	0	8312
1.77	1	0	1	1	177	2	0	1	12	1	14	255	0	255	0
1.771	1	0	1	1	177	3	0	1	12	0	11	0	3	0	7621
1.771	1	0	1	1	177	3	0	1	12	1	11	255	0	255	0
1.772	1	0	1	1	177	4	0	1	12	0	13	0	2	0	8312
1.772	1	0	1	1	177	4	0	1	12	1	13	255	0	255	0
1.773	1	0	1	1	177	5	0	1	12	0	12	1	0	0	8312
1.773	1	0	1	1	177	5	0	1	12	1	12	1	0	0	8312
1.774	1	0	1	1	177	6	0	1	12	0	15	1	0	0	8312
1.774	1	0	1	1	177	6	0	1	12	1	15	1	0	0	8312
1.775	1	0	1	1	177	7	0	1	12	0	14	0	3	0	8312
1.775	1	0	1	1	177	7	0	1	12	1	14	255	0	255	0
1.776	1	0	1	1	177	8	0	1	12	0	11	1	0	0	8312
1.776	1	0	1	1	177	8	0	1	12	1	11	1	0	0	8312
1.777	1	0	1	1	177	9	0	1	12	0	13	0	3	0	8312
1.777	1	0	1	1	177	9	0	1	12	1	13	255	0	255	0
1.778	1	0	1	1	178	0	0	1	12	0	12	0	1	0	8312
1.778	1	0	1	1	178	0	0	1	12	1	12	255	0	255	0
1.779	1	0	1	1	178	1	0	1	12	0	15	0	1	0	8312
1.779	1	0	1	1	178	1	0	1	12	1	15	255	0	255	0
1.78	1	0	1	1	178	2	0	1	12	0	14	1	0	0	8312
1.78	1	0	1	1	178	2	0	1	12	1	14	1	0	0	8312
1.781	1	0	1	1	178	3	0	1	12	0	11	0	1	0	8312
1.781	1	0	1	1	178	3	0	1	12	1	11	255	0	255	0
1.782	1	0	1	1	178	4	0	1	12	0	13	1	0	0	8312
1.782	1	0	1	1	178	4	0	1	12	1	13	1	0	0	8312
1.783	1	0	1	1	178	5	0	1	12	0	12	0	2	0	8312
1.783	1	0	1	1	178	5	0	1	12	1	12	255	0	255	0
1.784	1	0	1	1	178	6	0	1	12	0	15	0	2	0	8312
1.784	1	0	1	1	178	6	0	1	12	1	15	255	0	255	0
1.785	1	0	1	1	178	7	0	1	12	0	14	0	1	0	8312
1.785	1	0	1	1	178	7	0	1	12	1	14	255	0	255	0
1.786	1	0	1	1	178	8	0	1	12	0	11	0	2	0	8312
1.786	1	0	1	1	178	8	0	1	12	1	11	255	0	255	0
1.787	1	0	1	1	178	9	0	1	12	0	13	0	1	0	8312
1.787	1	0	1	1	178	9	0	1	12	1	13	255	0	255	0
1.788	1	0	1	1	179	0	0	1	12	0	12	0	3	0	8312
1.788	1	0	1	1	179	0	0	1	12	1	12	255	0	255	0
1.789	1	0	1	1	179	1	0	1	12	0	15	0	3	0	8312
1.789	1	0	1	1	179	1	0	1	12	1	15	255	0	255	0
1.79	1	0	1	1	179	2	0	1	12	0	14	0	2	0	8312
1.79	1	0	1	1	179	2	0	1	12	1	14	255	0	255	0
1.791	1	0	1	1	179	3	0	1	12	0	11	0	3	0	8312
1.791	1	0	1	1	179	3	0	1	12	1	11	255	0	255	0
1.792	1	0	1	1	179	4	0	1	12	0	13	0	2	0	8312
1.792	1	0	1	1	179	4	0	1	12	1	13	255	0	255	0
1.793	1	0	1	1	179	5	0	1	12	0	12	1	0	0	8312
1.793	1	0	1	1	179	5	0	1	12	1	12	1	0	0	8312
1.794	1	0	1	1	179	6	0	1	12	0	15	1	0	0	8312
1.794	1	0	1	1	179	6	0	1	12	1	15	1	0	0	8312
1.795	1	0	1	1	179	7	0	1	12	0	14	0	3	0	8312
1.795	1	0	1	1	179	7	0	1	12	1	14	255	0	255	0
1.796	1	0	1	1	179	8	0	1	12	0	11	1	0	0	8312
1.796	1	0	1	1	179	8	0	1	12	1	11	1	0	0	8312
1.797	1	0	1	1	179	9	0	1	12	0	13	0	3	0	8312
1.797	1	0	1	1	179	9	0	1	12	1	13	255	0	255	0
1.798	1	0	1	1	180	0	0	1	12	0	12	0	1	0	8312
1.798	1	0	1	1	180	0	0	1	12	1	12	255	0	255	0
1.799	1	0	1	1	180	1	0	1	12	0	15	0	1	0	8312
1.799	1	0	1	1	180	1	0	1	12	1	15	255	0	255	0
1.8	1	0	1	1	180	2	0	1	12	0	14	1	0	0	8312
1.8	1	0	1	1	180	2	0	1	12	1	14	1	0	0	8312
1.801	1	0	1	1	180	3	0	1	12	0	11	0	1	0	8312
1.801	1	0	1	1	180	3	0	1	12	1	11	255	0	255	0
1.802	1	0	1	1	180	4	0	1	12	0	13	1	0	0	8312
1.802	1	0	1	1	180	4	0	1	12	1	13	1	0	0	8312
1.803	1	0	1	1	180	5	0	1	12	0	12	0	2	0	8312
1.803	1	0	1	1	180	5	0	1	12	1	12	255	0	255	0
1.804	1	0	1	1	180	6	0	1	12	0	15	0	2	0	8312
1.804	1	0	1	1	180	6	0	1	12	1	15	255	0	255	0
1.805	1	0	1	1	180	7	0	1	12	0	14	0	1	0	8312
1.805	1	0	1	1	180	7	0	1	12	1	14	255	0	255	0
1.806	1	0	1	1	180	8	0	1	12	0	11	0	2	0	8312
1.806	1	0	1	1	180	8	0	1	12	1	11	255	0	255	0
1.807	1	0	1	1	180	9	0	1	12	0	13	0	1	0	8312
1.807	1	0	1	1	180	9	0	1	12	1	13	255	0	255	0
1.808	1	0	1	1	181	0	0	1	12	0	12	0	3	0	8312
1.808	1	0	1	1	181	0	0	1	12	1	12	255	0	255	0
1.809	1	0	1	1	181	1	0	1	12	0	15	0	3	0	8312
1.809	1	0	1	1	181	1	0	1	12	1	15	255	0	255	0
1.81	1	0	1	1	181	2	0	1	12	0	14	0	2	0	8312
1.81	1	0	1	1	181	2	0	1	12	1	14	255	0	255	0
1.811	1	0	1	1	181	3	0	1	12	0	11	0	3	0	8312
1.811	1	0	1	1	181	3	0	1	12	1	11	255	0	255	0
1.812	1	0	1	1	181	4	0	1	12	0	13	0	2	0	8312
1.812	1	0	1	1	181	4	0	1	12	1	13	255	0	255	0
1.813	1	0	1	1	181	5	0	1	12	0	12	1	0	0	8312
1.813	1	0	1	1	181	5	0	1	12	1	12	1	0	0	8312
1.814	1	0	1	1	181	6	0	1	12	0	15	1	0	0	8312
1.814	1	0	1	1	181	6	0	1	12	1	15	1	0	0	8312
1.815	1	0	1	1	181	7	0	1	12	0	14	0	3	0	8312
1.815	1	0	1	1	181	7	0	1	12	1	14	255	0	255	0
1.816	1	0	1	1	181	8	0	1	12	0	11	1	0	0	8312
1.816	1	0	1	1	181	8	0	1	12	1	11	1	0	0	8312
1.817	1	0	1	1	181	9	0	1	12	0	13	0	3	0	8312
1.817	1	0	1	1	181	9	0	1	12	1	13	255	0	255	0
1.818	1	0	1	1	182	0	0	1	12	0	12	0	1	0	8312
1.818	1	0	1	1	182	0	0	1	12	1	12	255	0	255	0
1.819	1	0	1	1	182	1	0	1	12	0	15	0	1	0	8312
1.819	1	0	1	1	182	1	0	1	12	1	15	255	0	255	0
1.82	1	0	1	1	182	2	0	1	12	0	14	1	0	0	8312
1.82	1	0	1	1	182	2	0	1	12	1	14	1	0	0	8312
1.821	1	0	1	1	182	3	0	1	12	0	11	0	1	0	8312
1.821	1	0	1	1	182	3	0	1	12	1	11	255	0	255	0
1.822	1	0	1	1	182	4	0	1	12	0	13	1	0	0	8312
1.822	1	0	1	1	182	4	0	1	12	1	13	1	0	0	8312
1.823	1	0	1	1	182	5	0	1	12	0	12	1	0	0	8312
1.823	1	0	1	1	182	5	0	1	12	1	12	1	0	0	8312
1.824	1	0	1	1	182	6	0	1	12	0	15	1	0	13	114674
1.824	1	0	1	1	182	6	0	1	12	1	15	1	0	0	8312
1.825	1	0	1	1	182	7	0	1	12	0	14	1	0	13	114674
1.825	1	0	1	1	182	7	0	1	12	1	14	1	0	0	8312
1.826	1	0	1	1	182	8	0	1	12	0	11	1	0	9	83398
1.826	1	0	1	1	182	8	0	1	12	1	11	1	0	9	83398
1.827	1	0	1	1	182	9	0	1	12	0	13	1	0	13	114674
1.827	1	0	1	1	182	9	0	1	12	1	13	1	0	9	83398
1.828	1	0	1	1	183	0	0	1	12	0	12	1	0	9	83398
1.828	1	0	1	1	183	0	0	1	12	1	12	1	0	9	83398
1.829	1	0	1	1	183	1	0	1	12	0	15	0	1	13	114674
1.829	1	0	1	1	183	1	0	1	12	1	15	255	0	255	0
1.83	1	0	1	1	183	2	0	1	12	0	14	0	1	13	114674
1.83	1	0	1	1	183	2	0	1	12	1	14	255	0	255	0
1.831	1	0	1	1	183	3	0	1	12	0	11	1	0	9	83398
1.831	1	0	1	1	183	3	0	1	12	1	11	1	0	9	83398
1.832	1	0	1	1	183	4	0	1	12	0	13	0	1	13	114674
1.832	1	0	1	1	183	4	0	1	12	1	13	255	0	255	0
1.833	1	0	1	1	183	5	0	1	12	0	12	1	0	9	83398
1.833	1	0	1	1	183	5	0	1	12	1	12	1	0	9	83398
1.834	1	0	1	1	183	6	0	1	12	0	15	1	0	9	83398
1.834	1	0	1	1	183	6	0	1	12	1	15	1	0	9	83398
1.835	1	0	1	1	183	7	0	1	12	0	14	1	0	13	114674
1.835	1	0	1	1	183	7	0	1	12	1	14	1	0	9	83398
1.836	1	0	1	1	183	8	0	1	11	0	11	1	0	13	105118
1.836	1	0	1	1	183	8	0	1	11	1	11	1	0	9	76449
1.837	1	0	1	1	183	9	0	1	12	0	13	1	0	9	83398
1.837	1	0	1	1	183	9	0	1	12	1	13	1	0	9	83398
1.838	1	0	1	1	184	0	0	1	12	0	12	1	0	13	114674
1.838	1	0	1	1	184	0	0	1	12	1	12	1	0	9	83398
1.839	1	0	1	1	184	1	0	1	12	0	15	1	0	9	83398
1.839	1	0	1	1	184	1	0	1	12	1	15	1	0	9	83398
1.84	1	0	1	1	184	2	0	1	12	0	14	0	1	13	114674
1.84	1	0	1	1	184	2	0	1	12	1	14	255	0	255	0
1.841	1	0	1	1	184	3	0	1	12	0	11	0	1	13	105118
1.841	1	0	1	1	184	3	0	1	12	1	11	255	0	255	0
1.842	1	0	1	1	184	4	0	1	12	0	13	1	0	9	83398
1.842	1	0	1	1	184	4	0	1	12	1	13	1	0	9	83398
1.843	1	0	1	1	184	5	0	1	12	0	12	0	1	13	114674
1.843	1	0	1	1	184	5	0	1	12	1	12	255	0	255	0
1.844	1	0	1	1	184	6	0	1	12	0	15	1	0	9	83398
1.844	1	0	1	1	184	6	0	1	12	1	15	1	0	9	83398
1.845	1	0	1	1	184	7	0	1	12	0	14	1	0	9	83398
1.845	1	0	1	1	184	7	0	1	12	1	14	1	0	9	83398
1.846	1	0	1	1	184	8	0	1	12	0	11	1	0	13	114674
1.846	1	0	1	1	184	8	0	1	12	1	11	1	0	9	83398
1.847	1	0	1	1	184	9	0	1	12	0	13	1	0	13	114674
1.847	1	0	1	1	184	9	0	1	12	1	13	1	0	9	83398
1.848	1	0	1	1	185	0	0	1	12	0	12	1	0	9	83398
1.848	1	0	1	1	185	0	0	1	12	1	12	1	0	9	83398
1.849	1	0	1	1	185	1	0	1	12	0	15	1	0	13	114674
1.849	1	0	1	1	185	1	0	1	12	1	15	1	0	9	83398
1.85	1	0	1	1	185	2	0	1	12	0	14	1	0	9	83398
1.85	1	0	1	1	185	2	0	1	12	1	14	1	0	9	83398
1.851	1	0	1	1	185	3	0	1	12	0	11	0	1	13	114674
1.851	1	0	1	1	185	3	0	1	12	1	11	255	0	255	0
1.852	1	0	1	1	185	4	0	1	12	0	13	0	1	13	114674
1.852	1	0	1	1	185	4	0	1	12	1	13	255	0	255	0
