% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	stream	harqId	ndi	rv	mcs	tbSize
1.104	1	0	1	1	110	6	0	1	12	0	14	0	2	0	8312
1.104	1	0	1	1	110	6	0	1	12	1	14	255	0	255	0
1.105	1	0	1	1	110	7	0	1	12	0	13	0	1	0	8312
1.105	1	0	1	1	110	7	0	1	12	1	13	255	0	255	0
1.106	1	0	1	1	110	8	0	1	12	0	11	0	2	0	8312
1.106	1	0	1	1	110	8	0	1	12	1	11	255	0	255	0
1.107	1	0	1	1	110	9	0	1	12	0	12	0	2	0	8312
1.107	1	0	1	1	110	9	0	1	12	1	12	255	0	255	0
1.108	1	0	1	1	111	0	0	1	12	0	15	0	1	0	8312
1.108	1	0	1	1	111	0	0	1	12	1	15	255	0	255	0
1.109	1	0	1	1	111	1	0	1	12	0	14	0	3	0	8312
1.109	1	0	1	1	111	1	0	1	12	1	14	255	0	255	0
1.11	1	0	1	1	111	2	0	1	12	0	13	0	2	0	8312
1.11	1	0	1	1	111	2	0	1	12	1	13	255	0	255	0
1.111	1	0	1	1	111	3	0	1	12	0	11	0	3	0	8312
1.111	1	0	1	1	111	3	0	1	12	1	11	255	0	255	0
1.112	1	0	1	1	111	4	0	1	12	0	12	0	3	0	8312
1.112	1	0	1	1	111	4	0	1	12	1	12	255	0	255	0
1.113	1	0	1	1	111	5	0	1	12	0	15	0	2	0	8312
1.113	1	0	1	1	111	5	0	1	12	1	15	255	0	255	0
1.114	1	0	1	1	111	6	0	1	12	0	14	1	0	0	8312
1.114	1	0	1	1	111	6	0	1	12	1	14	1	0	0	8312
1.115	1	0	1	1	111	7	0	1	12	0	13	0	3	0	8312
1.115	1	0	1	1	111	7	0	1	12	1	13	255	0	255	0
1.116	1	0	1	1	111	8	0	1	11	0	11	1	0	0	7621
1.116	1	0	1	1	111	8	0	1	11	1	11	1	0	0	7621
1.117	1	0	1	1	111	9	0	1	12	0	12	1	0	0	8312
1.117	1	0	1	1	111	9	0	1	12	1	12	1	0	0	8312
1.118	1	0	1	1	112	0	0	1	12	0	15	0	3	0	8312
1.118	1	0	1	1	112	0	0	1	12	1	15	255	0	255	0
1.119	1	0	1	1	112	1	0	1	12	0	14	0	1	0	8312
1.119	1	0	1	1	112	1	0	1	12	1	14	255	0	255	0
1.12	1	0	1	1	112	2	0	1	12	0	13	1	0	0	8312
1.12	1	0	1	1	112	2	0	1	12	1	13	1	0	0	8312
1.121	1	0	1	1	112	3	0	1	12	0	11	0	1	0	7621
1.121	1	0	1	1	112	3	0	1	12	1	11	255	0	255	0
1.122	1	0	1	1	112	4	0	1	12	0	12	0	1	0	8312
1.122	1	0	1	1	112	4	0	1	12	1	12	255	0	255	0
1.123	1	0	1	1	112	5	0	1	12	0	15	1	0	0	8312
1.123	1	0	1	1	112	5	0	1	12	1	15	1	0	0	8312
1.124	1	0	1	1	112	6	0	1	12	0	14	0	2	0	8312
1.124	1	0	1	1	112	6	0	1	12	1	14	255	0	255	0
1.125	1	0	1	1	112	7	0	1	12	0	13	0	1	0	8312
1.125	1	0	1	1	112	7	0	1	12	1	13	255	0	255	0
1.126	1	0	1	1	112	8	0	1	12	0	11	0	2	0	7621
1.126	1	0	1	1	112	8	0	1	12	1	11	255	0	255	0
1.127	1	0	1	1	112	9	0	1	12	0	12	0	2	0	8312
1.127	1	0	1	1	112	9	0	1	12	1	12	255	0	255	0
1.128	1	0	1	1	113	0	0	1	12	0	15	0	1	0	8312
1.128	1	0	1	1	113	0	0	1	12	1	15	255	0	255	0
1.129	1	0	1	1	113	1	0	1	12	0	14	0	3	0	8312
1.129	1	0	1	1	113	1	0	1	12	1	14	255	0	255	0
1.13	1	0	1	1	113	2	0	1	12	0	13	0	2	0	8312
1.13	1	0	1	1	113	2	0	1	12	1	13	255	0	255	0
1.131	1	0	1	1	113	3	0	1	12	0	11	0	3	0	7621
1.131	1	0	1	1	113	3	0	1	12	1	11	255	0	255	0
1.132	1	0	1	1	113	4	0	1	12	0	12	0	3	0	8312
1.132	1	0	1	1	113	4	0	1	12	1	12	255	0	255	0
1.133	1	0	1	1	113	5	0	1	12	0	15	0	2	0	8312
1.133	1	0	1	1	113	5	0	1	12	1	15	255	0	255	0
1.134	1	0	1	1	113	6	0	1	12	0	14	1	0	0	8312
1.134	1	0	1	1	113	6	0	1	12	1	14	1	0	0	8312
1.135	1	0	1	1	113	7	0	1	12	0	13	0	3	0	8312
1.135	1	0	1	1	113	7	0	1	12	1	13	255	0	255	0
1.136	1	0	1	1	113	8	0	1	12	0	11	1	0	0	8312
1.136	1	0	1	1	113	8	0	1	12	1	11	1	0	0	8312
1.137	1	0	1	1	113	9	0	1	12	0	12	1	0	0	8312
1.137	1	0	1	1	113	9	0	1	12	1	12	1	0	0	8312
1.138	1	0	1	1	114	0	0	1	12	0	15	0	3	0	8312
1.138	1	0	1	1	114	0	0	1	12	1	15	255	0	255	0
1.139	1	0	1	1	114	1	0	1	12	0	14	0	1	0	8312
1.139	1	0	1	1	114	1	0	1	12	1	14	255	0	255	0
1.14	1	0	1	1	114	2	0	1	12	0	13	1	0	0	8312
1.14	1	0	1	1	114	2	0	1	12	1	13	1	0	0	8312
1.141	1	0	1	1	114	3	0	1	12	0	11	0	1	0	8312
1.141	1	0	1	1	114	3	0	1	12	1	11	255	0	255	0
1.142	1	0	1	1	114	4	0	1	12	0	12	0	1	0	8312
1.142	1	0	1	1	114	4	0	1	12	1	12	255	0	255	0
1.143	1	0	1	1	114	5	0	1	12	0	15	1	0	0	8312
1.143	1	0	1	1	114	5	0	1	12	1	15	1	0	0	8312
1.144	1	0	1	1	114	6	0	1	12	0	14	0	2	0	8312
1.144	1	0	1	1	114	6	0	1	12	1	14	255	0	255	0
1.145	1	0	1	1	114	7	0	1	12	0	13	0	1	0	8312
1.145	1	0	1	1	114	7	0	1	12	1	13	255	0	255	0
1.146	1	0	1	1	114	8	0	1	12	0	11	0	2	0	8312
1.146	1	0	1	1	114	8	0	1	12	1	11	255	0	255	0
1.147	1	0	1	1	114	9	0	1	12	0	12	0	2	0	8312
1.147	1	0	1	1	114	9	0	1	12	1	12	255	0	255	0
1.148	1	0	1	1	115	0	0	1	12	0	15	0	1	0	8312
1.148	1	0	1	1	115	0	0	1	12	1	15	255	0	255	0
1.149	1	0	1	1	115	1	0	1	12	0	14	0	3	0	8312
1.149	1	0	1	1	115	1	0	1	12	1	14	255	0	255	0
1.15	1	0	1	1	115	2	0	1	12	0	13	0	2	0	8312
1.15	1	0	1	1	115	2	0	1	12	1	13	255	0	255	0
1.151	1	0	1	1	115	3	0	1	12	0	11	0	3	0	8312
1.151	1	0	1	1	115	3	0	1	12	1	11	255	0	255	0
1.152	1	0	1	1	115	4	0	1	12	0	12	0	3	0	8312
1.152	1	0	1	1	115	4	0	1	12	1	12	255	0	255	0
1.153	1	0	1	1	115	5	0	1	12	0	15	0	2	0	8312
1.153	1	0	1	1	115	5	0	1	12	1	15	255	0	255	0
1.154	1	0	1	1	115	6	0	1	12	0	14	1	0	0	8312
1.154	1	0	1	1	115	6	0	1	12	1	14	1	0	0	8312
1.155	1	0	1	1	115	7	0	1	12	0	13	0	3	0	8312
1.155	1	0	1	1	115	7	0	1	12	1	13	255	0	255	0
1.156	1	0	1	1	115	8	0	1	12	0	11	1	0	0	8312
1.156	1	0	1	1	115	8	0	1	12	1	11	1	0	0	8312
1.157	1	0	1	1	115	9	0	1	12	0	12	1	0	0	8312
1.157	1	0	1	1	115	9	0	1	12	1	12	1	0	0	8312
1.158	1	0	1	1	116	0	0	1	12	0	15	0	3	0	8312
1.158	1	0	1	1	116	0	0	1	12	1	15	255	0	255	0
1.159	1	0	1	1	116	1	0	1	12	0	14	0	1	0	8312
1.159	1	0	1	1	116	1	0	1	12	1	14	255	0	255	0
1.16	1	0	1	1	116	2	0	1	12	0	13	1	0	0	8312
1.16	1	0	1	1	116	2	0	1	12	1	13	1	0	0	8312
1.161	1	0	1	1	116	3	0	1	12	0	11	0	1	0	8312
1.161	1	0	1	1	116	3	0	1	12	1	11	255	0	255	0
1.162	1	0	1	1	116	4	0	1	12	0	12	0	1	0	8312
1.162	1	0	1	1	116	4	0	1	12	1	12	255	0	255	0
1.163	1	0	1	1	116	5	0	1	12	0	15	1	0	0	8312
1.163	1	0	1	1	116	5	0	1	12	1	15	1	0	0	8312
1.164	1	0	1	1	116	6	0	1	12	0	14	0	2	0	8312
1.164	1	0	1	1	116	6	0	1	12	1	14	255	0	255	0
1.165	1	0	1	1	116	7	0	1	12	0	13	0	1	0	8312
1.165	1	0	1	1	116	7	0	1	12	1	13	255	0	255	0
1.166	1	0	1	1	116	8	0	1	12	0	11	0	2	0	8312
1.166	1	0	1	1	116	8	0	1	12	1	11	255	0	255	0
1.167	1	0	1	1	116	9	0	1	12	0	12	0	2	0	8312
1.167	1	0	1	1	116	9	0	1	12	1	12	255	0	255	0
1.168	1	0	1	1	117	0	0	1	12	0	15	0	1	0	8312
1.168	1	0	1	1	117	0	0	1	12	1	15	255	0	255	0
1.169	1	0	1	1	117	1	0	1	12	0	14	0	3	0	8312
1.169	1	0	1	1	117	1	0	1	12	1	14	255	0	255	0
1.17	1	0	1	1	117	2	0	1	12	0	13	0	2	0	8312
1.17	1	0	1	1	117	2	0	1	12	1	13	255	0	255	0
1.171	1	0	1	1	117	3	0	1	12	0	11	0	3	0	8312
1.171	1	0	1	1	117	3	0	1	12	1	11	255	0	255	0
1.172	1	0	1	1	117	4	0	1	12	0	12	0	3	0	8312
1.172	1	0	1	1	117	4	0	1	12	1	12	255	0	255	0
1.173	1	0	1	1	117	5	0	1	12	0	15	0	2	0	8312
1.173	1	0	1	1	117	5	0	1	12	1	15	255	0	255	0
1.174	1	0	1	1	117	6	0	1	12	0	14	1	0	0	8312
1.174	1	0	1	1	117	6	0	1	12	1	14	1	0	0	8312
1.175	1	0	1	1	117	7	0	1	12	0	13	0	3	0	8312
1.175	1	0	1	1	117	7	0	1	12	1	13	255	0	255	0
1.176	1	0	1	1	117	8	0	1	12	0	11	1	0	0	8312
1.176	1	0	1	1	117	8	0	1	12	1	11	1	0	0	8312
1.177	1	0	1	1	117	9	0	1	12	0	12	1	0	0	8312
1.177	1	0	1	1	117	9	0	1	12	1	12	1	0	0	8312
1.178	1	0	1	1	118	0	0	1	12	0	15	0	3	0	8312
1.178	1	0	1	1	118	0	0	1	12	1	15	255	0	255	0
1.179	1	0	1	1	118	1	0	1	12	0	14	0	1	0	8312
1.179	1	0	1	1	118	1	0	1	12	1	14	255	0	255	0
1.18	1	0	1	1	118	2	0	1	12	0	13	1	0	0	8312
1.18	1	0	1	1	118	2	0	1	12	1	13	1	0	0	8312
1.181	1	0	1	1	118	3	0	1	12	0	11	0	1	0	8312
1.181	1	0	1	1	118	3	0	1	12	1	11	255	0	255	0
1.182	1	0	1	1	118	4	0	1	12	0	12	0	1	0	8312
1.182	1	0	1	1	118	4	0	1	12	1	12	255	0	255	0
1.183	1	0	1	1	118	5	0	1	12	0	15	1	0	0	8312
1.183	1	0	1	1	118	5	0	1	12	1	15	1	0	0	8312
1.184	1	0	1	1	118	6	0	1	12	0	14	0	2	0	8312
1.184	1	0	1	1	118	6	0	1	12	1	14	255	0	255	0
1.185	1	0	1	1	118	7	0	1	12	0	13	0	1	0	8312
1.185	1	0	1	1	118	7	0	1	12	1	13	255	0	255	0
1.186	1	0	1	1	118	8	0	1	12	0	11	0	2	0	8312
1.186	1	0	1	1	118	8	0	1	12	1	11	255	0	255	0
1.187	1	0	1	1	118	9	0	1	12	0	12	0	2	0	8312
1.187	1	0	1	1	118	9	0	1	12	1	12	255	0	255	0
1.188	1	0	1	1	119	0	0	1	12	0	15	0	1	0	8312
1.188	1	0	1	1	119	0	0	1	12	1	15	255	0	255	0
1.189	1	0	1	1	119	1	0	1	12	0	14	0	3	0	8312
1.189	1	0	1	1	119	1	0	1	12	1	14	255	0	255	0
1.19	1	0	1	1	119	2	0	1	12	0	13	0	2	0	8312
1.19	1	0	1	1	119	2	0	1	12	1	13	255	0	255	0
1.191	1	0	1	1	119	3	0	1	12	0	11	0	3	0	8312
1.191	1	0	1	1	119	3	0	1	12	1	11	255	0	255	0
1.192	1	0	1	1	119	4	0	1	12	0	12	0	3	0	8312
1.192	1	0	1	1	119	4	0	1	12	1	12	255	0	255	0
1.193	1	0	1	1	119	5	0	1	12	0	15	0	2	0	8312
1.193	1	0	1	1	119	5	0	1	12	1	15	255	0	255	0
1.194	1	0	1	1	119	6	0	1	12	0	14	1	0	0	8312
1.194	1	0	1	1	119	6	0	1	12	1	14	1	0	0	8312
1.195	1	0	1	1	119	7	0	1	12	0	13	0	3	0	8312
1.195	1	0	1	1	119	7	0	1	12	1	13	255	0	255	0
1.196	1	0	1	1	119	8	0	1	11	0	11	1	0	0	7621
1.196	1	0	1	1	119	8	0	1	11	1	11	1	0	0	7621
1.197	1	0	1	1	119	9	0	1	12	0	12	1	0	0	8312
1.197	1	0	1	1	119	9	0	1	12	1	12	1	0	0	8312
1.198	1	0	1	1	120	0	0	1	12	0	15	0	3	0	8312
1.198	1	0	1	1	120	0	0	1	12	1	15	255	0	255	0
1.199	1	0	1	1	120	1	0	1	12	0	14	0	1	0	8312
1.199	1	0	1	1	120	1	0	1	12	1	14	255	0	255	0
1.2	1	0	1	1	120	2	0	1	12	0	13	1	0	0	8312
1.2	1	0	1	1	120	2	0	1	12	1	13	1	0	0	8312
1.201	1	0	1	1	120	3	0	1	12	0	11	0	1	0	7621
1.201	1	0	1	1	120	3	0	1	12	1	11	255	0	255	0
1.202	1	0	1	1	120	4	0	1	12	0	12	0	1	0	8312
1.202	1	0	1	1	120	4	0	1	12	1	12	255	0	255	0
1.203	1	0	1	1	120	5	0	1	12	0	15	1	0	0	8312
1.203	1	0	1	1	120	5	0	1	12	1	15	1	0	0	8312
1.204	1	0	1	1	120	6	0	1	12	0	14	0	2	0	8312
1.204	1	0	1	1	120	6	0	1	12	1	14	255	0	255	0
1.205	1	0	1	1	120	7	0	1	12	0	13	0	1	0	8312
1.205	1	0	1	1	120	7	0	1	12	1	13	255	0	255	0
1.206	1	0	1	1	120	8	0	1	12	0	11	0	2	0	7621
1.206	1	0	1	1	120	8	0	1	12	1	11	255	0	255	0
1.207	1	0	1	1	120	9	0	1	12	0	12	0	2	0	8312
1.207	1	0	1	1	120	9	0	1	12	1	12	255	0	255	0
1.208	1	0	1	1	121	0	0	1	12	0	15	0	1	0	8312
1.208	1	0	1	1	121	0	0	1	12	1	15	255	0	255	0
1.209	1	0	1	1	121	1	0	1	12	0	14	0	3	0	8312
1.209	1	0	1	1	121	1	0	1	12	1	14	255	0	255	0
1.21	1	0	1	1	121	2	0	1	12	0	13	0	2	0	8312
1.21	1	0	1	1	121	2	0	1	12	1	13	255	0	255	0
1.211	1	0	1	1	121	3	0	1	12	0	11	0	3	0	7621
1.211	1	0	1	1	121	3	0	1	12	1	11	255	0	255	0
1.212	1	0	1	1	121	4	0	1	12	0	12	0	3	0	8312
1.212	1	0	1	1	121	4	0	1	12	1	12	255	0	255	0
1.213	1	0	1	1	121	5	0	1	12	0	15	0	2	0	8312
1.213	1	0	1	1	121	5	0	1	12	1	15	255	0	255	0
1.214	1	0	1	1	121	6	0	1	12	0	14	1	0	0	8312
1.214	1	0	1	1	121	6	0	1	12	1	14	1	0	0	8312
1.215	1	0	1	1	121	7	0	1	12	0	13	0	3	0	8312
1.215	1	0	1	1	121	7	0	1	12	1	13	255	0	255	0
1.216	1	0	1	1	121	8	0	1	12	0	11	1	0	0	8312
1.216	1	0	1	1	121	8	0	1	12	1	11	1	0	0	8312
1.217	1	0	1	1	121	9	0	1	12	0	12	1	0	0	8312
1.217	1	0	1	1	121	9	0	1	12	1	12	1	0	0	8312
1.218	1	0	1	1	122	0	0	1	12	0	15	0	3	0	8312
1.218	1	0	1	1	122	0	0	1	12	1	15	255	0	255	0
1.219	1	0	1	1	122	1	0	1	12	0	14	0	1	0	8312
1.219	1	0	1	1	122	1	0	1	12	1	14	255	0	255	0
1.22	1	0	1	1	122	2	0	1	12	0	13	1	0	0	8312
1.22	1	0	1	1	122	2	0	1	12	1	13	1	0	0	8312
1.221	1	0	1	1	122	3	0	1	12	0	11	0	1	0	8312
1.221	1	0	1	1	122	3	0	1	12	1	11	255	0	255	0
1.222	1	0	1	1	122	4	0	1	12	0	12	0	1	0	8312
1.222	1	0	1	1	122	4	0	1	12	1	12	255	0	255	0
1.223	1	0	1	1	122	5	0	1	12	0	15	1	0	0	8312
1.223	1	0	1	1	122	5	0	1	12	1	15	1	0	0	8312
1.224	1	0	1	1	122	6	0	1	12	0	14	0	2	0	8312
1.224	1	0	1	1	122	6	0	1	12	1	14	255	0	255	0
1.225	1	0	1	1	122	7	0	1	12	0	13	0	1	0	8312
1.225	1	0	1	1	122	7	0	1	12	1	13	255	0	255	0
1.226	1	0	1	1	122	8	0	1	12	0	11	0	2	0	8312
1.226	1	0	1	1	122	8	0	1	12	1	11	255	0	255	0
1.227	1	0	1	1	122	9	0	1	12	0	12	0	2	0	8312
1.227	1	0	1	1	122	9	0	1	12	1	12	255	0	255	0
1.228	1	0	1	1	123	0	0	1	12	0	15	0	1	0	8312
1.228	1	0	1	1	123	0	0	1	12	1	15	255	0	255	0
1.229	1	0	1	1	123	1	0	1	12	0	14	0	3	0	8312
1.229	1	0	1	1	123	1	0	1	12	1	14	255	0	255	0
1.23	1	0	1	1	123	2	0	1	12	0	13	0	2	0	8312
1.23	1	0	1	1	123	2	0	1	12	1	13	255	0	255	0
1.231	1	0	1	1	123	3	0	1	12	0	11	0	3	0	8312
1.231	1	0	1	1	123	3	0	1	12	1	11	255	0	255	0
1.232	1	0	1	1	123	4	0	1	12	0	12	0	3	0	8312
1.232	1	0	1	1	123	4	0	1	12	1	12	255	0	255	0
1.233	1	0	1	1	123	5	0	1	12	0	15	0	2	0	8312
1.233	1	0	1	1	123	5	0	1	12	1	15	255	0	255	0
1.234	1	0	1	1	123	6	0	1	12	0	14	1	0	0	8312
1.234	1	0	1	1	123	6	0	1	12	1	14	1	0	0	8312
1.235	1	0	1	1	123	7	0	1	12	0	13	0	3	0	8312
1.235	1	0	1	1	123	7	0	1	12	1	13	255	0	255	0
1.236	1	0	1	1	123	8	0	1	12	0	11	1	0	0	8312
1.236	1	0	1	1	123	8	0	1	12	1	11	1	0	0	8312
1.237	1	0	1	1	123	9	0	1	12	0	12	1	0	0	8312
1.237	1	0	1	1	123	9	0	1	12	1	12	1	0	0	8312
1.238	1	0	1	1	124	0	0	1	12	0	15	0	3	0	8312
1.238	1	0	1	1	124	0	0	1	12	1	15	255	0	255	0
1.239	1	0	1	1	124	1	0	1	12	0	14	0	1	0	8312
1.239	1	0	1	1	124	1	0	1	12	1	14	255	0	255	0
1.24	1	0	1	1	124	2	0	1	12	0	13	1	0	0	8312
1.24	1	0	1	1	124	2	0	1	12	1	13	1	0	0	8312
1.241	1	0	1	1	124	3	0	1	12	0	11	0	1	0	8312
1.241	1	0	1	1	124	3	0	1	12	1	11	255	0	255	0
1.242	1	0	1	1	124	4	0	1	12	0	12	0	1	0	8312
1.242	1	0	1	1	124	4	0	1	12	1	12	255	0	255	0
1.243	1	0	1	1	124	5	0	1	12	0	15	1	0	0	8312
1.243	1	0	1	1	124	5	0	1	12	1	15	1	0	0	8312
1.244	1	0	1	1	124	6	0	1	12	0	14	0	2	0	8312
1.244	1	0	1	1	124	6	0	1	12	1	14	255	0	255	0
1.245	1	0	1	1	124	7	0	1	12	0	13	0	1	0	8312
1.245	1	0	1	1	124	7	0	1	12	1	13	255	0	255	0
1.246	1	0	1	1	124	8	0	1	12	0	11	0	2	0	8312
1.246	1	0	1	1	124	8	0	1	12	1	11	255	0	255	0
1.247	1	0	1	1	124	9	0	1	12	0	12	0	2	0	8312
1.247	1	0	1	1	124	9	0	1	12	1	12	255	0	255	0
1.248	1	0	1	1	125	0	0	1	12	0	15	0	1	0	8312
1.248	1	0	1	1	125	0	0	1	12	1	15	255	0	255	0
1.249	1	0	1	1	125	1	0	1	12	0	14	0	3	0	8312
1.249	1	0	1	1	125	1	0	1	12	1	14	255	0	255	0
1.25	1	0	1	1	125	2	0	1	12	0	13	0	2	0	8312
1.25	1	0	1	1	125	2	0	1	12	1	13	255	0	255	0
1.251	1	0	1	1	125	3	0	1	12	0	11	0	3	0	8312
1.251	1	0	1	1	125	3	0	1	12	1	11	255	0	255	0
1.252	1	0	1	1	125	4	0	1	12	0	12	0	3	0	8312
1.252	1	0	1	1	125	4	0	1	12	1	12	255	0	255	0
1.253	1	0	1	1	125	5	0	1	12	0	15	0	2	0	8312
1.253	1	0	1	1	125	5	0	1	12	1	15	255	0	255	0
1.254	1	0	1	1	125	6	0	1	12	0	14	1	0	0	8312
1.254	1	0	1	1	125	6	0	1	12	1	14	1	0	0	8312
1.255	1	0	1	1	125	7	0	1	12	0	13	0	3	0	8312
1.255	1	0	1	1	125	7	0	1	12	1	13	255	0	255	0
1.256	1	0	1	1	125	8	0	1	12	0	11	1	0	0	8312
1.256	1	0	1	1	125	8	0	1	12	1	11	1	0	0	8312
1.257	1	0	1	1	125	9	0	1	12	0	12	1	0	0	8312
1.257	1	0	1	1	125	9	0	1	12	1	12	1	0	0	8312
1.258	1	0	1	1	126	0	0	1	12	0	15	0	3	0	8312
1.258	1	0	1	1	126	0	0	1	12	1	15	255	0	255	0
1.259	1	0	1	1	126	1	0	1	12	0	14	0	1	0	8312
1.259	1	0	1	1	126	1	0	1	12	1	14	255	0	255	0
1.26	1	0	1	1	126	2	0	1	12	0	13	1	0	0	8312
1.26	1	0	1	1	126	2	0	1	12	1	13	1	0	0	8312
1.261	1	0	1	1	126	3	0	1	12	0	11	0	1	0	8312
1.261	1	0	1	1	126	3	0	1	12	1	11	255	0	255	0
1.262	1	0	1	1	126	4	0	1	12	0	12	0	1	0	8312
1.262	1	0	1	1	126	4	0	1	12	1	12	255	0	255	0
1.263	1	0	1	1	126	5	0	1	12	0	15	1	0	0	8312
1.263	1	0	1	1	126	5	0	1	12	1	15	1	0	0	8312
1.264	1	0	1	1	126	6	0	1	12	0	14	0	2	0	8312
1.264	1	0	1	1	126	6	0	1	12	1	14	255	0	255	0
1.265	1	0	1	1	126	7	0	1	12	0	13	0	1	0	8312
1.265	1	0	1	1	126	7	0	1	12	1	13	255	0	255	0
1.266	1	0	1	1	126	8	0	1	12	0	11	0	2	0	8312
1.266	1	0	1	1	126	8	0	1	12	1	11	255	0	255	0
1.267	1	0	1	1	126	9	0	1	12	0	12	0	2	0	8312
1.267	1	0	1	1	126	9	0	1	12	1	12	255	0	255	0
1.268	1	0	1	1	127	0	0	1	12	0	15	0	1	0	8312
1.268	1	0	1	1	127	0	0	1	12	1	15	255	0	255	0
1.269	1	0	1	1	127	1	0	1	12	0	14	0	3	0	8312
1.269	1	0	1	1	127	1	0	1	12	1	14	255	0	255	0
1.27	1	0	1	1	127	2	0	1	12	0	13	0	2	0	8312
1.27	1	0	1	1	127	2	0	1	12	1	13	255	0	255	0
1.271	1	0	1	1	127	3	0	1	12	0	11	0	3	0	8312
1.271	1	0	1	1	127	3	0	1	12	1	11	255	0	255	0
1.272	1	0	1	1	127	4	0	1	12	0	12	0	3	0	8312
1.272	1	0	1	1	127	4	0	1	12	1	12	255	0	255	0
1.273	1	0	1	1	127	5	0	1	12	0	15	0	2	0	8312
1.273	1	0	1	1	127	5	0	1	12	1	15	255	0	255	0
1.274	1	0	1	1	127	6	0	1	12	0	14	1	0	0	8312
1.274	1	0	1	1	127	6	0	1	12	1	14	1	0	0	8312
1.275	1	0	1	1	127	7	0	1	12	0	13	0	3	0	8312
1.275	1	0	1	1	127	7	0	1	12	1	13	255	0	255	0
1.276	1	0	1	1	127	8	0	1	11	0	11	1	0	0	7621
1.276	1	0	1	1	127	8	0	1	11	1	11	1	0	0	7621
1.277	1	0	1	1	127	9	0	1	12	0	12	1	0	0	8312
1.277	1	0	1	1	127	9	0	1	12	1	12	1	0	0	8312
1.278	1	0	1	1	128	0	0	1	12	0	15	0	3	0	8312
1.278	1	0	1	1	128	0	0	1	12	1	15	255	0	255	0
1.279	1	0	1	1	128	1	0	1	12	0	14	0	1	0	8312
1.279	1	0	1	1	128	1	0	1	12	1	14	255	0	255	0
1.28	1	0	1	1	128	2	0	1	12	0	13	1	0	0	8312
1.28	1	0	1	1	128	2	0	1	12	1	13	1	0	0	8312
1.281	1	0	1	1	128	3	0	1	12	0	11	0	1	0	7621
1.281	1	0	1	1	128	3	0	1	12	1	11	255	0	255	0
1.282	1	0	1	1	128	4	0	1	12	0	12	0	1	0	8312
1.282	1	0	1	1	128	4	0	1	12	1	12	255	0	255	0
1.283	1	0	1	1	128	5	0	1	12	0	15	1	0	0	8312
1.283	1	0	1	1	128	5	0	1	12	1	15	1	0	0	8312
1.284	1	0	1	1	128	6	0	1	12	0	14	0	2	0	8312
1.284	1	0	1	1	128	6	0	1	12	1	14	255	0	255	0
1.285	1	0	1	1	128	7	0	1	12	0	13	0	1	0	8312
1.285	1	0	1	1	128	7	0	1	12	1	13	255	0	255	0
1.286	1	0	1	1	128	8	0	1	12	0	11	0	2	0	7621
1.286	1	0	1	1	128	8	0	1	12	1	11	255	0	255	0
1.287	1	0	1	1	128	9	0	1	12	0	12	0	2	0	8312
1.287	1	0	1	1	128	9	0	1	12	1	12	255	0	255	0
1.288	1	0	1	1	129	0	0	1	12	0	15	0	1	0	8312
1.288	1	0	1	1	129	0	0	1	12	1	15	255	0	255	0
1.289	1	0	1	1	129	1	0	1	12	0	14	0	3	0	8312
1.289	1	0	1	1	129	1	0	1	12	1	14	255	0	255	0
1.29	1	0	1	1	129	2	0	1	12	0	13	0	2	0	8312
1.29	1	0	1	1	129	2	0	1	12	1	13	255	0	255	0
1.291	1	0	1	1	129	3	0	1	12	0	11	0	3	0	7621
1.291	1	0	1	1	129	3	0	1	12	1	11	255	0	255	0
1.292	1	0	1	1	129	4	0	1	12	0	12	0	3	0	8312
1.292	1	0	1	1	129	4	0	1	12	1	12	255	0	255	0
1.293	1	0	1	1	129	5	0	1	12	0	15	0	2	0	8312
1.293	1	0	1	1	129	5	0	1	12	1	15	255	0	255	0
1.294	1	0	1	1	129	6	0	1	12	0	14	1	0	0	8312
1.294	1	0	1	1	129	6	0	1	12	1	14	1	0	0	8312
1.295	1	0	1	1	129	7	0	1	12	0	13	0	3	0	8312
1.295	1	0	1	1	129	7	0	1	12	1	13	255	0	255	0
1.296	1	0	1	1	129	8	0	1	12	0	11	1	0	0	8312
1.296	1	0	1	1	129	8	0	1	12	1	11	1	0	0	8312
1.297	1	0	1	1	129	9	0	1	12	0	12	1	0	0	8312
1.297	1	0	1	1	129	9	0	1	12	1	12	1	0	0	8312
1.298	1	0	1	1	130	0	0	1	12	0	15	0	3	0	8312
1.298	1	0	1	1	130	0	0	1	12	1	15	255	0	255	0
1.299	1	0	1	1	130	1	0	1	12	0	14	0	1	0	8312
1.299	1	0	1	1	130	1	0	1	12	1	14	255	0	255	0
1.3	1	0	1	1	130	2	0	1	12	0	13	1	0	0	8312
1.3	1	0	1	1	130	2	0	1	12	1	13	1	0	0	8312
1.301	1	0	1	1	130	3	0	1	12	0	11	0	1	0	8312
1.301	1	0	1	1	130	3	0	1	12	1	11	255	0	255	0
1.302	1	0	1	1	130	4	0	1	12	0	12	0	1	0	8312
1.302	1	0	1	1	130	4	0	1	12	1	12	255	0	255	0
1.303	1	0	1	1	130	5	0	1	12	0	15	1	0	0	8312
1.303	1	0	1	1	130	5	0	1	12	1	15	1	0	0	8312
1.304	1	0	1	1	130	6	0	1	12	0	14	0	2	0	8312
1.304	1	0	1	1	130	6	0	1	12	1	14	255	0	255	0
