Time	CellId	RNTI	BWPId	StreamId	SINR(dB)
1.41721	2	1	0	1	29.1335
1.41821	2	1	0	0	29.7955
1.41821	2	1	0	1	29.1335
1.41993	2	1	0	0	11.1975
1.42093	2	1	0	0	11.1975
1.42143	2	1	0	0	8.18724
1.42143	2	1	0	1	-21.5732
1.42221	2	1	0	0	8.18724
1.42221	2	1	0	1	-21.5732
1.42321	2	1	0	0	8.18724
1.42321	2	1	0	1	-21.5732
1.42493	2	1	0	0	11.1975
1.42593	2	1	0	0	11.1975
1.42693	2	1	0	0	10.7348
1.42793	2	1	0	0	10.3003
1.42893	2	1	0	0	10.3003
1.42993	2	1	0	0	11.1975
1.43093	2	1	0	0	11.1975
1.43193	2	1	0	0	10.7348
1.43293	2	1	0	0	10.3003
1.43393	2	1	0	0	10.3003
1.43493	2	1	0	0	8.18724
1.43493	2	1	0	1	-21.5732
1.43593	2	1	0	0	8.18724
1.43593	2	1	0	1	-21.5732
1.43693	2	1	0	0	10.7348
1.43793	2	1	0	0	10.3003
1.43886	2	1	0	0	10.4848
1.43993	2	1	0	0	11.1975
1.44093	2	1	0	0	11.1975
1.44193	2	1	0	0	8.18724
1.44193	2	1	0	1	-21.5732
1.44293	2	1	0	0	8.18724
1.44293	2	1	0	1	-21.5732
1.44393	2	1	0	0	8.18724
1.44393	2	1	0	1	-21.5732
1.44493	2	1	0	0	11.1975
1.44593	2	1	0	0	11.1975
1.44693	2	1	0	0	11.1975
1.44793	2	1	0	0	11.1975
1.44893	2	1	0	0	11.1975
1.44993	2	1	0	0	11.1975
1.45093	2	1	0	0	11.1975
1.45193	2	1	0	0	11.1975
1.45293	2	1	0	0	11.1975
1.45393	2	1	0	0	11.1975
1.45493	2	1	0	0	8.18724
1.45493	2	1	0	1	-21.5732
1.45593	2	1	0	0	8.18724
1.45593	2	1	0	1	-21.5732
1.45693	2	1	0	0	11.1975
1.45793	2	1	0	0	11.1975
1.45893	2	1	0	0	11.1975
1.45993	2	1	0	0	11.1975
1.46093	2	1	0	0	11.1975
1.46193	2	1	0	0	8.18724
1.46193	2	1	0	1	-21.5732
1.46293	2	1	0	0	8.18724
1.46293	2	1	0	1	-21.5732
1.46393	2	1	0	0	8.18724
1.46393	2	1	0	1	-21.5732
1.46493	2	1	0	0	11.1975
1.46593	2	1	0	0	11.1975
1.46693	2	1	0	0	11.1975
1.46793	2	1	0	0	11.1975
1.46893	2	1	0	0	11.1975
1.46993	2	1	0	0	11.1975
1.47093	2	1	0	0	11.1975
1.47193	2	1	0	0	11.1975
1.47293	2	1	0	0	11.1975
1.47393	2	1	0	0	11.1975
1.47493	2	1	0	0	8.18724
1.47493	2	1	0	1	-21.5732
1.47593	2	1	0	0	8.18724
1.47593	2	1	0	1	-21.5732
1.47693	2	1	0	0	11.1975
1.47793	2	1	0	0	11.1975
1.47893	2	1	0	0	11.1975
1.47993	2	1	0	0	11.1975
1.48093	2	1	0	0	11.1975
1.48193	2	1	0	0	8.18724
1.48193	2	1	0	1	-21.5732
1.48293	2	1	0	0	8.18724
1.48293	2	1	0	1	-21.5732
1.48393	2	1	0	0	8.18724
1.48393	2	1	0	1	-21.5732
1.48493	2	1	0	0	11.1975
1.48593	2	1	0	0	11.1975
1.48693	2	1	0	0	11.1975
1.48793	2	1	0	0	11.1975
1.48893	2	1	0	0	11.1975
1.48993	2	1	0	0	11.1975
1.49093	2	1	0	0	11.1975
1.49193	2	1	0	0	11.1975
1.49293	2	1	0	0	11.1975
1.49393	2	1	0	0	11.1975
1.49493	2	1	0	0	8.18724
1.49493	2	1	0	1	-21.5732
1.49593	2	1	0	0	8.18724
1.49593	2	1	0	1	-21.5732
1.49693	2	1	0	0	11.1975
1.49793	2	1	0	0	11.1975
1.49893	2	1	0	0	11.1975
1.49993	2	1	0	0	11.1975
1.50093	2	1	0	0	11.1975
1.50193	2	1	0	0	8.18724
1.50193	2	1	0	1	-21.5732
1.50293	2	1	0	0	8.18724
1.50293	2	1	0	1	-21.5732
1.50393	2	1	0	0	8.18724
1.50393	2	1	0	1	-21.5732
1.50493	2	1	0	0	11.1975
1.50593	2	1	0	0	11.1975
1.50693	2	1	0	0	11.1975
1.50793	2	1	0	0	11.1975
1.50893	2	1	0	0	11.1975
1.50993	2	1	0	0	11.1975
1.51093	2	1	0	0	11.1975
1.51193	2	1	0	0	11.1975
1.51293	2	1	0	0	11.1975
1.51393	2	1	0	0	11.1975
1.51493	2	1	0	0	8.18724
1.51493	2	1	0	1	-21.5732
1.51593	2	1	0	0	8.18724
1.51593	2	1	0	1	-21.5732
1.51693	2	1	0	0	11.1975
1.51793	2	1	0	0	11.1975
1.51886	2	1	0	0	8.18724
1.51886	2	1	0	1	-21.5732
